Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_line	cell_type	source_name	Consent	DATASTORE_provider	LibrarySource	Organism	drug	library_construction
RNA-Seq		152	PRJNA301565	SAMN04252080	GEO	sra	SRX1424687	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4782	3343	ILLUMINA	2016-11-08	SRR2930962	SRS1156980	SRP065951	GSM1933879	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AI_day 22	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252079	GEO	sra	SRX1424686	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4863	3394	ILLUMINA	2016-11-08	SRR2930961	SRS1156981	SRP065951	GSM1933878	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AI_day 22	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252078	GEO	sra	SRX1424685	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	3803	2598	ILLUMINA	2016-11-08	SRR2930960	SRS1156982	SRP065951	GSM1933877	LNCaP	prostate cancer cells	LNCaP_pLVX_AI_day 7	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252077	GEO	sra	SRX1424684	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	5283	3609	ILLUMINA	2016-11-08	SRR2930959	SRS1156983	SRP065951	GSM1933876	LNCaP	prostate cancer cells	LNCaP_pLVX_AI_day 7	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252076	GEO	sra	SRX1424683	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4392	3075	ILLUMINA	2016-11-08	SRR2930958	SRS1156984	SRP065951	GSM1933875	LNCaP	prostate cancer cells	LNCaP_pLVX_AI_day 7	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252075	GEO	sra	SRX1424682	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4141	2885	ILLUMINA	2016-11-08	SRR2930957	SRS1156985	SRP065951	GSM1933874	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AI_day 7	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252073	GEO	sra	SRX1424680	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	5148	3516	ILLUMINA	2016-11-08	SRR2930955	SRS1156986	SRP065951	GSM1933872	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AI_day 7	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252074	GEO	sra	SRX1424681	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4373	2977	ILLUMINA	2016-11-08	SRR2930956	SRS1156987	SRP065951	GSM1933873	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AI_day 7	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252072	GEO	sra	SRX1424679	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4645	3086	ILLUMINA	2016-11-08	SRR2930954	SRS1156988	SRP065951	GSM1933871	LNCaP	prostate cancer cells	LNCaP_pLVX_AD_day 12	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252071	GEO	sra	SRX1424678	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	5754	4126	ILLUMINA	2016-11-08	SRR2930953	SRS1156989	SRP065951	GSM1933870	LNCaP	prostate cancer cells	LNCaP_pLVX_AD_day 12	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252070	GEO	sra	SRX1424677	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4913	3279	ILLUMINA	2016-11-08	SRR2930952	SRS1156990	SRP065951	GSM1933869	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AD_day 12	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252069	GEO	sra	SRX1424676	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4149	2948	ILLUMINA	2016-11-08	SRR2930951	SRS1156991	SRP065951	GSM1933868	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AD_day 12	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252068	GEO	sra	SRX1424675	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4971	3418	ILLUMINA	2016-11-08	SRR2930950	SRS1156992	SRP065951	GSM1933867	LNCaP	prostate cancer cells	LNCaP_pLVX_AD_day 5	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252067	GEO	sra	SRX1424674	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4829	3329	ILLUMINA	2016-11-08	SRR2930949	SRS1156993	SRP065951	GSM1933866	LNCaP	prostate cancer cells	LNCaP_pLVX_AD_day 5	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252065	GEO	sra	SRX1424672	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4550	3174	ILLUMINA	2016-11-08	SRR2930947	SRS1156994	SRP065951	GSM1933864	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AD_day 5	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252066	GEO	sra	SRX1424673	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4825	3327	ILLUMINA	2016-11-08	SRR2930948	SRS1156995	SRP065951	GSM1933865	LNCaP	prostate cancer cells	LNCaP_pLVX_AD_day 5	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252064	GEO	sra	SRX1424671	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4985	3409	ILLUMINA	2016-11-08	SRR2930946	SRS1156996	SRP065951	GSM1933863	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AD_day 5	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252063	GEO	sra	SRX1424670	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4550	3135	ILLUMINA	2016-11-08	SRR2930945	SRS1156997	SRP065951	GSM1933862	LNCaP	prostate cancer cells	LNCaP_NANOGP8_AD_day 5	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA301565	SAMN04252062	GEO	sra	SRX1424669	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-20	4237	2931	ILLUMINA	2016-11-08	SRR2930944	SRS1156998	SRP065951	GSM1933861	LNCaP	prostate cancer cells	LNCaP_NANOG1_AD_day 5	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA302270	SAMN04271124	GEO	sra	SRX1433417	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-17	3134	1930	ILLUMINA	2017-03-09	SRR2919799	SRS1164408	SRP066238	GSM1941109	LNCaP	prostate cancer cell line	LNCaP_ECI2	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA302270	SAMN04271123	GEO	sra	SRX1433416	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-17	2833	1740	ILLUMINA	2017-03-09	SRR2919798	SRS1164410	SRP066238	GSM1941108	LNCaP	prostate cancer cell line	LNCaP_ECI1	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA302270	SAMN04271122	GEO	sra	SRX1433415	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-17	3159	1947	ILLUMINA	2017-03-09	SRR2919797	SRS1164411	SRP066238	GSM1941107	LNCaP	prostate cancer cell line	LNCaP_Scr	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA302270	SAMN04271121	GEO	sra	SRX1433414	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-17	3289	1936	ILLUMINA	2017-03-09	SRR2919796	SRS1164412	SRP066238	GSM1941106	LNCaP	prostate cancer cell line	LNCaP_ECI2	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA302270	SAMN04271119	GEO	sra	SRX1433412	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-17	3218	1958	ILLUMINA	2017-03-09	SRR2919794	SRS1164413	SRP066238	GSM1941104	LNCaP	prostate cancer cell line	LNCaP_Scr	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA302270	SAMN04271120	GEO	sra	SRX1433413	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-11-17	2842	1748	ILLUMINA	2017-03-09	SRR2919795	SRS1164414	SRP066238	GSM1941105	LNCaP	prostate cancer cell line	LNCaP_ECI1	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501133	GEO	sra	SRX1571261	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1086	635	ILLUMINA	2017-03-01	SRR3161989	SRS1322584	SRP069960	GSM2060182	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501132	GEO	sra	SRX1571260	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	693	409	ILLUMINA	2017-03-01	SRR3161988	SRS1322585	SRP069960	GSM2060181	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501131	GEO	sra	SRX1571259	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	517	303	ILLUMINA	2017-03-01	SRR3161987	SRS1322586	SRP069960	GSM2060180	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501130	GEO	sra	SRX1571258	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1303	761	ILLUMINA	2017-03-01	SRR3161986	SRS1322588	SRP069960	GSM2060179	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501129	GEO	sra	SRX1571257	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1115	644	ILLUMINA	2017-03-01	SRR3161985	SRS1322589	SRP069960	GSM2060178	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501127	GEO	sra	SRX1571255	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	546	316	ILLUMINA	2017-03-01	SRR3161983	SRS1322590	SRP069960	GSM2060176	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501126	GEO	sra	SRX1571254	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	634	367	ILLUMINA	2017-03-01	SRR3161982	SRS1322591	SRP069960	GSM2060175	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501125	GEO	sra	SRX1571253	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1443	854	ILLUMINA	2017-03-01	SRR3161981	SRS1322592	SRP069960	GSM2060174	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501124	GEO	sra	SRX1571252	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1590	941	ILLUMINA	2017-03-01	SRR3161980	SRS1322593	SRP069960	GSM2060173	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501123	GEO	sra	SRX1571251	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	522	312	ILLUMINA	2017-03-01	SRR3161979	SRS1322594	SRP069960	GSM2060172	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501121	GEO	sra	SRX1571249	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1454	877	ILLUMINA	2017-03-01	SRR3161977	SRS1322595	SRP069960	GSM2060170	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501122	GEO	sra	SRX1571250	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	562	336	ILLUMINA	2017-03-01	SRR3161978	SRS1322596	SRP069960	GSM2060171	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501120	GEO	sra	SRX1571248	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1128	681	ILLUMINA	2017-03-01	SRR3161976	SRS1322597	SRP069960	GSM2060169	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501119	GEO	sra	SRX1571247	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1253	757	ILLUMINA	2017-03-01	SRR3161975	SRS1322598	SRP069960	GSM2060168	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501118	GEO	sra	SRX1571246	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	1022	619	ILLUMINA	2017-03-01	SRR3161974	SRS1322599	SRP069960	GSM2060167	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA311699	SAMN04501128	GEO	sra	SRX1571256	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-02-11	828	478	ILLUMINA	2017-03-01	SRR3161984	SRS1322619	SRP069960	GSM2060177	LNCaP		LNCaP prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA315431	SAMN04558467	GEO	sra	SRX1637759	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-03-16	13954	9647	ILLUMINA	2016-09-08	SRR3232053	SRS1344068	SRP071870	GSM2091092	LNCaP		LNCaP cell line_absence of androgen	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		152	PRJNA315431	SAMN04558466	GEO	sra	SRX1637758	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-03-16	15564	10864	ILLUMINA	2016-09-08	SRR3232052	SRS1344069	SRP071870	GSM2091091	LNCaP		LNCaP cell line_absence of androgen	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199952	GEO	sra	SRX1818133	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	601	265	ILLUMINA	2017-03-07	SRR3622820	SRS1480860	SRP076054	GSM2186482	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199953	GEO	sra	SRX1818134	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	667	295	ILLUMINA	2017-03-07	SRR3622821	SRS1480861	SRP076054	GSM2186483	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199954	GEO	sra	SRX1818135	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	510	225	ILLUMINA	2017-03-07	SRR3622822	SRS1480862	SRP076054	GSM2186484	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199955	GEO	sra	SRX1818136	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	617	256	ILLUMINA	2017-03-07	SRR3622811	SRS1480863	SRP076054	GSM2186485	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199957	GEO	sra	SRX1818138	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	524	218	ILLUMINA	2017-03-07	SRR3622824	SRS1480864	SRP076054	GSM2186487	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199956	GEO	sra	SRX1818137	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	538	224	ILLUMINA	2017-03-07	SRR3622823	SRS1480865	SRP076054	GSM2186486	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199958	GEO	sra	SRX1818139	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	596	249	ILLUMINA	2017-03-07	SRR3622825	SRS1480866	SRP076054	GSM2186488	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199959	GEO	sra	SRX1818140	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	581	243	ILLUMINA	2017-03-07	SRR3622826	SRS1480867	SRP076054	GSM2186489	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		49	PRJNA324294	SAMN05199960	GEO	sra	SRX1818141	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-06-02	508	211	ILLUMINA	2017-03-07	SRR3622827	SRS1480868	SRP076054	GSM2186490	LNCaP		human prostate adenocarcinoma cells	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq	GCA_000001405.13	49	PRJNA338761	SAMN05569000	GEO	sra	SRX2015336	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-08-12	506	97	ILLUMINA	2016-11-30	SRR4023141	SRS1611356	SRP081473	GSM2276810	LNCaP		Prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq	GCA_000001405.13	49	PRJNA338761	SAMN05568999	GEO	sra	SRX2015337	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-08-12	593	121	ILLUMINA	2016-11-30	SRR4023142	SRS1611357	SRP081473	GSM2276811	LNCaP		Prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq	GCA_000001405.13	49	PRJNA338761	SAMN05568998	GEO	sra	SRX2015338	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-08-12	592	119	ILLUMINA	2016-11-30	SRR4023143	SRS1611358	SRP081473	GSM2276812	LNCaP		Prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq	GCA_000001405.13	49	PRJNA338761	SAMN05569001	GEO	sra	SRX2015335	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-08-12	593	125	ILLUMINA	2016-11-30	SRR4023140	SRS1611359	SRP081473	GSM2276809	LNCaP		Prostate cancer cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA338785	SAMN05570498	GEO	sra	SRX2017969	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-08-12	2712	1955	ILLUMINA	2017-11-15	SRR4025930	SRS1613940	SRP081517	GSM2277137	LNCaP		LNCaP	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA338785	SAMN05570497	GEO	sra	SRX2017970	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-08-12	2305	1687	ILLUMINA	2017-11-15	SRR4025931	SRS1613941	SRP081517	GSM2277139	LNCaP		LNCaP	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA338785	SAMN05570512	GEO	sra	SRX2017971	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-08-12	2793	2019	ILLUMINA	2017-11-15	SRR4025932	SRS1613942	SRP081517	GSM2277140	LNCaP		LNCaP	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		50	PRJNA338785	SAMN05570511	GEO	sra	SRX2017972	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-08-12	2897	2102	ILLUMINA	2017-11-15	SRR4025933	SRS1613943	SRP081517	GSM2277141	LNCaP		LNCaP	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		51	PRJNA358067	SAMN06164104	GEO	sra	SRX2435696	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-12-19	9699	6599	ILLUMINA	2016-12-22	SRR5120467	SRS1870688	SRP095351	GSM2432769	LNCaP		human prostate cancer LNCaP line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		51	PRJNA358067	SAMN06164106	GEO	sra	SRX2435697	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-12-19	5129	2954	ILLUMINA	2016-12-22	SRR5120468	SRS1870689	SRP095351	GSM2432771	LNCaP		human prostate cancer LNCaP line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		51	PRJNA358067	SAMN06164102	GEO	sra	SRX2435698	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-12-19	9666	6564	ILLUMINA	2016-12-22	SRR5120469	SRS1870690	SRP095351	GSM2432773	LNCaP		human prostate cancer LNCaP line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		51	PRJNA358067	SAMN06164101	GEO	sra	SRX2435699	0	Illumina HiSeq 2000	SINGLE	cDNA		2016-12-19	9556	6485	ILLUMINA	2016-12-22	SRR5120470	SRS1870691	SRP095351	GSM2432775	LNCaP		human prostate cancer LNCaP line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642685		sra	SRX2675287	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV24	2017-03-27	4969	2412	ILLUMINA	2017-03-27	SRR5380057	SRS2074388	SRP102524	H_VBV24	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642684		sra	SRX2675288	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV20	2017-03-27	5767	3052	ILLUMINA	2017-03-27	SRR5380058	SRS2074389	SRP102524	H_VBV20	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642683		sra	SRX2675289	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV16	2017-03-27	4625	2246	ILLUMINA	2017-03-27	SRR5380059	SRS2074390	SRP102524	H_VBV16	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642682		sra	SRX2675290	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV12	2017-03-27	5298	2808	ILLUMINA	2017-03-27	SRR5380060	SRS2074391	SRP102524	H_VBV12	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642681		sra	SRX2675291	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV8	2017-03-27	6611	3253	ILLUMINA	2017-03-27	SRR5380061	SRS2074392	SRP102524	H_VBV8	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642680		sra	SRX2675292	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV4	2017-03-27	6225	3336	ILLUMINA	2017-03-27	SRR5380062	SRS2074393	SRP102524	H_VBV4	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642679		sra	SRX2675293	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV23	2017-03-27	6343	3130	ILLUMINA	2017-03-27	SRR5380063	SRS2074394	SRP102524	H_VBV23	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642678		sra	SRX2675294	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV19	2017-03-27	7297	3916	ILLUMINA	2017-03-27	SRR5380064	SRS2074395	SRP102524	H_VBV19	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642677		sra	SRX2675295	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV15	2017-03-27	5657	2763	ILLUMINA	2017-03-27	SRR5380065	SRS2074396	SRP102524	H_VBV15	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642676		sra	SRX2675296	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV11	2017-03-27	6099	3239	ILLUMINA	2017-03-27	SRR5380066	SRS2074397	SRP102524	H_VBV11	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		199	PRJNA380418	SAMN06642675		sra	SRX2675297	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV7	2017-03-27	4799	2336	ILLUMINA	2017-03-27	SRR5380067	SRS2074398	SRP102524	H_VBV7	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		199	PRJNA380418	SAMN06642674		sra	SRX2675298	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV3	2017-03-27	5475	2906	ILLUMINA	2017-03-27	SRR5380068	SRS2074399	SRP102524	H_VBV3	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642673		sra	SRX2675299	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV22	2017-03-27	4772	2343	ILLUMINA	2017-03-27	SRR5380069	SRS2074400	SRP102524	H_VBV22	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642672		sra	SRX2675300	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV18	2017-03-27	5200	2785	ILLUMINA	2017-03-27	SRR5380070	SRS2074401	SRP102524	H_VBV18	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642671		sra	SRX2675301	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV14	2017-03-27	4547	2203	ILLUMINA	2017-03-27	SRR5380071	SRS2074402	SRP102524	H_VBV14	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
RNA-Seq		200	PRJNA380418	SAMN06642670		sra	SRX2675302	0	Illumina HiSeq 2000	PAIRED	cDNA	VBV10	2017-03-27	4705	2480	ILLUMINA	2017-03-27	SRR5380072	SRS2074403	SRP102524	H_VBV10	LNCap			public	ncbi	TRANSCRIPTOMIC	Homo sapiens		
