Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_line	dev_stage	donor_ID	health_state	lab	sample_type	sex	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		200	PRJNA263248	SAMN03097995	GEO	public	sra	SRX726617	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	2530	1502	ILLUMINA	2014-10-09	SRR1605012	SRS717394	SRP048701	GSM1520023		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097995	GEO	public	sra	SRX726617	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	2646	1599	ILLUMINA	2014-10-09	SRR1605013	SRS717394	SRP048701	GSM1520023		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA263248	SAMN03097997	GEO	public	sra	SRX726619	0	Illumina HiSeq 2000	PAIRED	cDNA		2014-10-08	3556	2107	ILLUMINA	2014-10-09	SRR1605016	SRS717396	SRP048701	GSM1520025		CML cell line KCL-22							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA290859	SAMN03921943	GEO	public	sra	SRX1117176	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-07-24	12089	4492	ILLUMINA	2015-08-11	SRR2125813	SRS1010385	SRP061539	GSM1831902		CML-derived K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA290859	SAMN03921948	GEO	public	sra	SRX1117181	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-07-24	14744	5690	ILLUMINA	2015-08-11	SRR2125818	SRS1010380	SRP061539	GSM1831907		CML-derived K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		202	PRJNA290859	SAMN03921950	GEO	public	sra	SRX1117183	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-07-24	14127	5415	ILLUMINA	2015-08-11	SRR2125820	SRS1010379	SRP061539	GSM1831909		CML-derived K562							ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04284324	GEO	public	sra	SRX1603401	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-27	21734	14994	ILLUMINA	2016-03-29	SRR3192417	SRS1312898	SRP013565	ENCODE biosample ENCBS087RNA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04284324	GEO	public	sra	SRX1603407	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-27	21655	14946	ILLUMINA	2016-03-29	SRR3192423	SRS1312898	SRP013565	ENCODE biosample ENCBS087RNA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04284487	GEO	public	sra	SRX1603522	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-02-28	14653	9060	ILLUMINA	2016-03-29	SRR3192545	SRS1313343	SRP013565	ENCODE biosample ENCBS864OKZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02793125	BI	GRU	sra	SRX630710	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-232210	2014-10-04	6956	3449	ILLUMINA	2014-06-27	SRR1471612	SRS648454	SRP012682	K-562-SM-5PNWU								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02792777	BI	GRU	sra	SRX637617	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-172866	2014-10-04	4242	1724	ILLUMINA	2014-06-28	SRR1489220	SRS649706	SRP012682	K-562-SM-4M1XD								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq	GCF_000001405.25	152	PRJNA75899	SAMN02788643	BI	GRU	sra	SRX638083	150	Illumina HiSeq 2000	PAIRED	cDNA	Solexa-231830	2014-10-04	10020	4976	ILLUMINA	2014-06-28	SRR1490337	SRS649758	SRP012682	K-562-SM-5P9EQ								female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875792	GEO	public	sra	SRX1737881	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5299	3585	ILLUMINA	2016-05-26	SRR3469399	SRS1418380	SRP013565	ENCODE biosample ENCBS243YEC	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875867	GEO	public	sra	SRX1737883	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4368	2970	ILLUMINA	2016-05-26	SRR3469401	SRS1418382	SRP013565	ENCODE biosample ENCBS406BAI	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875828	GEO	public	sra	SRX1737885	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4815	3170	ILLUMINA	2016-05-26	SRR3469403	SRS1418384	SRP013565	ENCODE biosample ENCBS946FNG	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875762	GEO	public	sra	SRX1737889	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4399	2901	ILLUMINA	2016-05-26	SRR3469407	SRS1418388	SRP013565	ENCODE biosample ENCBS182SAO	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875840	GEO	public	sra	SRX1737896	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5283	2189	ILLUMINA	2016-05-26	SRR3469414	SRS1418395	SRP013565	ENCODE biosample ENCBS512JXB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875859	GEO	public	sra	SRX1737897	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5462	2263	ILLUMINA	2016-05-26	SRR3469415	SRS1418396	SRP013565	ENCODE biosample ENCBS011IBX	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875765	GEO	public	sra	SRX1737901	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6319	2692	ILLUMINA	2016-05-26	SRR3469419	SRS1418400	SRP013565	ENCODE biosample ENCBS280PHL	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875778	GEO	public	sra	SRX1737903	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	3738	2458	ILLUMINA	2016-05-26	SRR3469421	SRS1418402	SRP013565	ENCODE biosample ENCBS739ZIJ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875750	GEO	public	sra	SRX1737918	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4567	3090	ILLUMINA	2016-05-26	SRR3469436	SRS1418418	SRP013565	ENCODE biosample ENCBS964MCW	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875738	GEO	public	sra	SRX1737920	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4390	3062	ILLUMINA	2016-05-26	SRR3469438	SRS1418419	SRP013565	ENCODE biosample ENCBS551TRA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875872	GEO	public	sra	SRX1737921	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4496	3121	ILLUMINA	2016-05-26	SRR3469439	SRS1418420	SRP013565	ENCODE biosample ENCBS904ULB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875830	GEO	public	sra	SRX1737922	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5065	3386	ILLUMINA	2016-05-26	SRR3469440	SRS1418421	SRP013565	ENCODE biosample ENCBS152XKV	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875861	GEO	public	sra	SRX1737923	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4924	3294	ILLUMINA	2016-05-26	SRR3469441	SRS1418422	SRP013565	ENCODE biosample ENCBS960IYL	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875953	GEO	public	sra	SRX1737926	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6219	2686	ILLUMINA	2016-05-26	SRR3469444	SRS1418425	SRP013565	ENCODE biosample ENCBS198YII	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875865	GEO	public	sra	SRX1737927	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5837	2518	ILLUMINA	2016-05-26	SRR3469445	SRS1418426	SRP013565	ENCODE biosample ENCBS275HBP	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875744	GEO	public	sra	SRX1737880	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5508	3733	ILLUMINA	2016-05-26	SRR3469398	SRS1418379	SRP013565	ENCODE biosample ENCBS463GGK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875748	GEO	public	sra	SRX1737882	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4682	3171	ILLUMINA	2016-05-26	SRR3469400	SRS1418381	SRP013565	ENCODE biosample ENCBS441PSF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875833	GEO	public	sra	SRX1737884	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4765	3197	ILLUMINA	2016-05-26	SRR3469402	SRS1418383	SRP013565	ENCODE biosample ENCBS482NAM	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875773	GEO	public	sra	SRX1737888	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4995	3311	ILLUMINA	2016-05-26	SRR3469406	SRS1418387	SRP013565	ENCODE biosample ENCBS642DEU	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875758	GEO	public	sra	SRX1737894	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4907	3329	ILLUMINA	2016-05-26	SRR3469412	SRS1418393	SRP013565	ENCODE biosample ENCBS107DSY	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875754	GEO	public	sra	SRX1737895	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4436	3017	ILLUMINA	2016-05-26	SRR3469413	SRS1418394	SRP013565	ENCODE biosample ENCBS014ZBK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875770	GEO	public	sra	SRX1737900	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6047	2593	ILLUMINA	2016-05-26	SRR3469418	SRS1418399	SRP013565	ENCODE biosample ENCBS460WQH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875789	GEO	public	sra	SRX1737902	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4406	2920	ILLUMINA	2016-05-26	SRR3469420	SRS1418401	SRP013565	ENCODE biosample ENCBS994NNW	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875796	GEO	public	sra	SRX1737906	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5343	2226	ILLUMINA	2016-05-26	SRR3469424	SRS1418405	SRP013565	ENCODE biosample ENCBS530JOQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875749	GEO	public	sra	SRX1737907	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5891	2447	ILLUMINA	2016-05-26	SRR3469425	SRS1418406	SRP013565	ENCODE biosample ENCBS450ITK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875803	GEO	public	sra	SRX1737919	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4176	2794	ILLUMINA	2016-05-26	SRR3469437	SRS1418417	SRP013565	ENCODE biosample ENCBS822TRA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875790	GEO	public	sra	SRX1737928	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4472	2996	ILLUMINA	2016-05-26	SRR3469446	SRS1418427	SRP013565	ENCODE biosample ENCBS555BIW	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875818	GEO	public	sra	SRX1737929	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	3590	2358	ILLUMINA	2016-05-26	SRR3469447	SRS1418428	SRP013565	ENCODE biosample ENCBS152WCA	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875755	GEO	public	sra	SRX1737938	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4742	3302	ILLUMINA	2016-05-26	SRR3469456	SRS1418435	SRP013565	ENCODE biosample ENCBS014ZUQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875759	GEO	public	sra	SRX1737939	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4561	3180	ILLUMINA	2016-05-26	SRR3469457	SRS1418436	SRP013565	ENCODE biosample ENCBS132EBC	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875847	GEO	public	sra	SRX1737940	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4612	3086	ILLUMINA	2016-05-26	SRR3469458	SRS1418437	SRP013565	ENCODE biosample ENCBS222CHH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875855	GEO	public	sra	SRX1737941	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4556	3040	ILLUMINA	2016-05-26	SRR3469459	SRS1418438	SRP013565	ENCODE biosample ENCBS843LHE	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875741	GEO	public	sra	SRX1737942	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4816	3291	ILLUMINA	2016-05-26	SRR3469460	SRS1418439	SRP013565	ENCODE biosample ENCBS992SGT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875743	GEO	public	sra	SRX1737943	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4824	3285	ILLUMINA	2016-05-26	SRR3469461	SRS1418443	SRP013565	ENCODE biosample ENCBS630NVQ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875780	GEO	public	sra	SRX1737946	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4743	3227	ILLUMINA	2016-05-26	SRR3469464	SRS1418442	SRP013565	ENCODE biosample ENCBS746YXR	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875768	GEO	public	sra	SRX1737947	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5524	3754	ILLUMINA	2016-05-26	SRR3469465	SRS1418444	SRP013565	ENCODE biosample ENCBS366CLP	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875777	GEO	public	sra	SRX1737950	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4884	3337	ILLUMINA	2016-05-26	SRR3469468	SRS1418446	SRP013565	ENCODE biosample ENCBS719YVT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875757	GEO	public	sra	SRX1737951	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4682	3190	ILLUMINA	2016-05-26	SRR3469469	SRS1418448	SRP013565	ENCODE biosample ENCBS060HRB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875824	GEO	public	sra	SRX1737958	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5758	2445	ILLUMINA	2016-05-26	SRR3469476	SRS1418455	SRP013565	ENCODE biosample ENCBS626OHB	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875798	GEO	public	sra	SRX1737959	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5439	2307	ILLUMINA	2016-05-26	SRR3469477	SRS1418456	SRP013565	ENCODE biosample ENCBS182RTT	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875819	GEO	public	sra	SRX1737970	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6645	2868	ILLUMINA	2016-05-26	SRR3469488	SRS1418464	SRP013565	ENCODE biosample ENCBS871KRX	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875816	GEO	public	sra	SRX1737971	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5829	2522	ILLUMINA	2016-05-26	SRR3469489	SRS1418466	SRP013565	ENCODE biosample ENCBS153VBF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875785	GEO	public	sra	SRX1737972	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6160	2674	ILLUMINA	2016-05-26	SRR3469490	SRS1418467	SRP013565	ENCODE biosample ENCBS870PSR	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875772	GEO	public	sra	SRX1737973	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5819	2530	ILLUMINA	2016-05-26	SRR3469491	SRS1418470	SRP013565	ENCODE biosample ENCBS600EDY	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875808	GEO	public	sra	SRX1737976	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6291	2712	ILLUMINA	2016-05-26	SRR3469494	SRS1418471	SRP013565	ENCODE biosample ENCBS561DIS	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875835	GEO	public	sra	SRX1737977	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6323	2735	ILLUMINA	2016-05-26	SRR3469495	SRS1418472	SRP013565	ENCODE biosample ENCBS413UCH	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875826	GEO	public	sra	SRX1737980	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5664	3922	ILLUMINA	2016-05-26	SRR3469498	SRS1418475	SRP013565	ENCODE biosample ENCBS603PMU	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875952	GEO	public	sra	SRX1737981	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	4887	3407	ILLUMINA	2016-05-26	SRR3469499	SRS1418476	SRP013565	ENCODE biosample ENCBS026IRF	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875829	GEO	public	sra	SRX1737982	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5427	2317	ILLUMINA	2016-05-26	SRR3469500	SRS1418477	SRP013565	ENCODE biosample ENCBS306NPK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875812	GEO	public	sra	SRX1737983	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5827	2484	ILLUMINA	2016-05-26	SRR3469501	SRS1418478	SRP013565	ENCODE biosample ENCBS049QOP	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875827	GEO	public	sra	SRX1737984	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	6494	2803	ILLUMINA	2016-05-26	SRR3469502	SRS1418479	SRP013565	ENCODE biosample ENCBS053JIZ	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA30709	SAMN04875813	GEO	public	sra	SRX1737985	0	Illumina HiSeq 2000	PAIRED	cDNA		2016-05-02	5360	2322	ILLUMINA	2016-05-26	SRR3469503	SRS1418480	SRP013565	ENCODE biosample ENCBS855MYK	53 year	K562	adult	ENCDO000AAD	chronic myelogenous leukemia (CML)	Brenton Graveley, UConn	immortalized cell line	female	ncbi	TRANSCRIPTOMIC	Homo sapiens
