Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	ENA_FIRST_PUBLIC	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	g1k_pop_code	population	AssemblyName	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	LibrarySource	Organism	Strain	g1k_analysis_group
RNA-Seq	152	PRJEB3366	SAMEA1573140	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162746	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00146.2.M_111216_1 extract	2012-11-07	4131	3034	ILLUMINA	2012-11-07	ERR188455	ERS185338	ERP001942	GEUV:HG00146		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573087	Uppsala University	2012-11-06	ERX162747	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20798.6.M_120119_6 extract	2012-11-07	2903	2016	ILLUMINA	2012-11-07	ERR188335	ERS185388	ERP001942	GEUV:NA20798		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573451	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162748	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00120.3.M_120202_2 extract	2012-11-07	1997	1426	ILLUMINA	2012-11-07	ERR188315	ERS185405	ERP001942	GEUV:HG00120		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573220	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162749	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00364.2.M_111215_8 extract	2012-11-07	5177	3579	ILLUMINA	2012-11-07	ERR188303	ERS185118	ERP001942	GEUV:HG00364		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573441	University of Geneva	2012-11-06	ERX162750	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12778.1.M_111124_4 extract	2012-11-07	4236	3045	ILLUMINA	2012-11-07	ERR188477	ERS185039	ERP001942	GEUV:NA12778		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573215	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162752	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20502.3.M_120202_4 extract	2012-11-06	3311	2271	ILLUMINA	2012-11-06	ERR188380	ERS185433	ERP001942	GEUV:NA20502		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573149	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162753	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00148.3.M_120202_6 extract	2012-11-06	2976	2061	ILLUMINA	2012-11-06	ERR188379	ERS185257	ERP001942	GEUV:HG00148		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573333	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162755	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20795.5.M_120131_1 extract	2012-11-06	5212	3536	ILLUMINA	2012-11-06	ERR188384	ERS185030	ERP001942	GEUV:NA20795		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573457	University of Geneva	2012-11-06	ERX162757	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18867.1.M_111124_2 extract	2012-11-07	4046	3011	ILLUMINA	2012-11-07	ERR188298	ERS185220	ERP001942	GEUV:NA18867		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573177	Uppsala University	2012-11-06	ERX162758	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00112.6.M_120119_2 extract	2012-11-07	3696	2514	ILLUMINA	2012-11-07	ERR188465	ERS185175	ERP001942	GEUV:HG00112		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573543	University of Geneva	2012-11-06	ERX162759	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00353.1.M_111124_6 extract	2012-11-07	4215	3032	ILLUMINA	2012-11-07	ERR188340	ERS185168	ERP001942	GEUV:HG00353		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573300	Uppsala University	2012-11-06	ERX162764	280	Illumina HiSeq 2000	PAIRED	cDNA	NA07048.6.M_120119_6 extract	2012-11-07	3354	2323	ILLUMINA	2012-11-07	ERR188481	ERS185308	ERP001942	GEUV:NA07048		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573114	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162766	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12043.2.M_120127_7 extract	2012-11-07	4266	2654	ILLUMINA	2012-11-07	ERR188414	ERS185386	ERP001942	GEUV:NA12043		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573524	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162767	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00360.3.M_120202_8 extract	2012-11-06	3231	2286	ILLUMINA	2012-11-06	ERR188374	ERS185399	ERP001942	GEUV:HG00360		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573435	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162770	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00150.4.M_120208_7 extract	2012-11-07	4215	2871	ILLUMINA	2012-11-07	ERR188309	ERS185070	ERP001942	GEUV:HG00150		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573244	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162771	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00362.3.M_120202_2 extract	2012-11-07	3542	2496	ILLUMINA	2012-11-07	ERR188480	ERS185444	ERP001942	GEUV:HG00362		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573460	University of Geneva	2012-11-06	ERX162778	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20799.1.M_111124_3 extract	2012-11-07	4633	3444	ILLUMINA	2012-11-07	ERR188405	ERS185178	ERP001942	GEUV:NA20799		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573471	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162779	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00233.2.M_111215_8 extract	2012-11-07	4713	3263	ILLUMINA	2012-11-07	ERR188312	ERS185350	ERP001942	GEUV:HG00233		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573426	University of Geneva	2012-11-06	ERX162780	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19149.1.M_111124_2 extract	2012-11-07	3783	2808	ILLUMINA	2012-11-07	ERR188451	ERS185457	ERP001942	GEUV:NA19149		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573282	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162782	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12750.2.M_111216_2 extract	2012-11-07	4088	2965	ILLUMINA	2012-11-07	ERR188404	ERS185058	ERP001942	GEUV:NA12750		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573540	Leiden University Medical Center	2012-11-06	ERX162788	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20801.7.M_120219_5 extract	2012-11-07	5454	3837	ILLUMINA	2012-11-07	ERR188281	ERS185233	ERP001942	GEUV:NA20801		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573171	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162790	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20808.4.M_120208_6 extract	2012-11-07	3875	2745	ILLUMINA	2012-11-07	ERR188253	ERS185024	ERP001942	GEUV:NA20808		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573501	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162792	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19138.3.M_120202_8 extract	2012-11-07	2892	2049	ILLUMINA	2012-11-07	ERR188306	ERS185152	ERP001942	GEUV:NA19138		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573295	University of Geneva	2012-11-06	ERX162793	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20589.1.M_111124_3 extract	2012-11-07	4329	3216	ILLUMINA	2012-11-07	ERR188343	ERS185057	ERP001942	GEUV:NA20589		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573463	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162796	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00116.2.M_120131_1 extract	2012-11-07	4046	2757	ILLUMINA	2012-11-07	ERR188293	ERS185035	ERP001942	GEUV:HG00116		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573179	Uppsala University	2012-11-06	ERX162797	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18907.6.M_120217_1 extract	2012-11-07	3562	2481	ILLUMINA	2012-11-07	ERR188283	ERS185049	ERP001942	GEUV:NA18907		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573397	Uppsala University	2012-11-06	ERX162800	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00122.6.M_120119_1 extract	2012-11-07	4340	3022	ILLUMINA	2012-11-07	ERR188285	ERS185162	ERP001942	GEUV:HG00122		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573386	University of Geneva	2012-11-06	ERX162801	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00371.1.M_111124_3 extract	2012-11-07	3757	2665	ILLUMINA	2012-11-07	ERR188362	ERS185302	ERP001942	GEUV:HG00371		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573192	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162802	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18858.2.M_111216_8 extract	2012-11-06	4221	2990	ILLUMINA	2012-11-06	ERR188375	ERS185148	ERP001942	GEUV:NA18858		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573350	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162805	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19107.2.M_111216_5 extract	2012-11-07	3914	2877	ILLUMINA	2012-11-07	ERR188423	ERS185210	ERP001942	GEUV:NA19107		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573414	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162806	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20544.4.M_120208_5 extract	2012-11-07	3817	2666	ILLUMINA	2012-11-07	ERR188252	ERS185499	ERP001942	GEUV:NA20544		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573182	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162808	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20807.5.M_120131_1 extract	2012-11-07	4840	3307	ILLUMINA	2012-11-07	ERR188372	ERS185341	ERP001942	GEUV:NA20807		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573183	University of Geneva	2012-11-06	ERX162810	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00187.1.M_120209_2 extract	2012-11-07	5379	3697	ILLUMINA	2012-11-07	ERR188425	ERS185355	ERP001942	GEUV:HG00187		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573105	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162813	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19190.4.M_120208_2 extract	2012-11-07	4106	2838	ILLUMINA	2012-11-07	ERR188322	ERS185093	ERP001942	GEUV:NA19190		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573303	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162815	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00102.3.M_120202_8 extract	2012-11-07	3021	2132	ILLUMINA	2012-11-07	ERR188416	ERS185453	ERP001942	GEUV:HG00102		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573430	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162816	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00277.3.M_120202_6 extract	2012-11-07	3149	2162	ILLUMINA	2012-11-07	ERR188274	ERS185158	ERP001942	GEUV:HG00277		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573273	University of Geneva	2012-11-06	ERX162818	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00127.1.M_111124_2 extract	2012-11-07	5263	3745	ILLUMINA	2012-11-07	ERR188337	ERS185094	ERP001942	GEUV:HG00127		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573090	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162819	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20758.2.M_111215_8 extract	2012-11-07	5997	4159	ILLUMINA	2012-11-07	ERR188276	ERS185342	ERP001942	GEUV:NA20758		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573146	Uppsala University	2012-11-06	ERX162820	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11829.6.M_120217_1 extract	2012-11-07	2796	1922	ILLUMINA	2012-11-07	ERR188433	ERS185107	ERP001942	GEUV:NA11829		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573257	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162821	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11830.3.M_120202_4 extract	2012-11-07	3484	2396	ILLUMINA	2012-11-07	ERR188435	ERS185097	ERP001942	GEUV:NA11830		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573125	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162822	280	Illumina HiSeq 2000	PAIRED	cDNA	NA12045.3.M_120202_3 extract	2012-11-06	2680	1854	ILLUMINA	2012-11-06	ERR188377	ERS185387	ERP001942	GEUV:NA12045		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573323	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162824	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19200.2.M_111216_1 extract	2012-11-07	4101	3018	ILLUMINA	2012-11-07	ERR188440	ERS185316	ERP001942	GEUV:NA19200		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573378	University of Geneva	2012-11-06	ERX162829	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00104.1.M_111124_5 extract	2012-11-07	3847	2791	ILLUMINA	2012-11-07	ERR188247	ERS185300	ERP001942	GEUV:HG00104		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573113	University of Geneva	2012-11-06	ERX162831	280	Illumina HiSeq 2000	PAIRED	cDNA	NA06985.1.M_111124_7 extract	2012-11-07	4758	3279	ILLUMINA	2012-11-07	ERR188327	ERS185170	ERP001942	GEUV:NA06985		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573432	Leiden University Medical Center	2012-11-06	ERX162835	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19093.7.M_120219_7 extract	2012-11-07	4758	3219	ILLUMINA	2012-11-07	ERR188476	ERS185038	ERP001942	GEUV:NA19093		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573496	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162838	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19247.3.M_120223_7 extract	2012-11-07	4700	3151	ILLUMINA	2012-11-07	ERR188463	ERS185366	ERP001942	GEUV:NA19247		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573419	Uppsala University	2012-11-06	ERX162840	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00264.6.M_120119_5 extract	2012-11-07	3158	2217	ILLUMINA	2012-11-07	ERR188366	ERS185271	ERP001942	GEUV:HG00264		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573456	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162846	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00369.5.M_120131_1 extract	2012-11-07	4745	3224	ILLUMINA	2012-11-07	ERR188260	ERS185365	ERP001942	GEUV:HG00369		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573224	Leiden University Medical Center	2012-11-06	ERX162847	280	Illumina HiSeq 2000	PAIRED	cDNA	HG01334.7.M_120219_8 extract	2012-11-07	5943	4232	ILLUMINA	2012-11-07	ERR188469	ERS185045	ERP001942	GEUV:HG01334		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573092	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162848	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00243.4.M_120208_2 extract	2012-11-07	3857	2660	ILLUMINA	2012-11-07	ERR188411	ERS185501	ERP001942	GEUV:HG00243		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573241	University of Geneva	2012-11-06	ERX162849	280	Illumina HiSeq 2000	PAIRED	cDNA	NA11881.1.M_111124_5 extract	2012-11-07	4808	3481	ILLUMINA	2012-11-07	ERR188272	ERS185240	ERP001942	GEUV:NA11881		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573539	University of Geneva	2012-11-06	ERX162851	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00179.1.M_111124_8 extract	2012-11-07	3546	2569	ILLUMINA	2012-11-07	ERR188304	ERS185398	ERP001942	GEUV:HG00179		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573213	University of Geneva	2012-11-06	ERX162854	280	Illumina HiSeq 2000	PAIRED	cDNA	HG02215.1.M_111124_4 extract	2012-11-07	4411	3159	ILLUMINA	2012-11-07	ERR188470	ERS185197	ERP001942	GEUV:HG02215		GBR		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573470	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162855	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19095.2.M_120131_2 extract	2012-11-07	6098	4195	ILLUMINA	2012-11-07	ERR188268	ERS185037	ERP001942	GEUV:NA19095		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573465	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	2012-11-06	ERX162856	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18868.5.M_120131_3 extract	2012-11-07	4265	2910	ILLUMINA	2012-11-07	ERR188344	ERS185406	ERP001942	GEUV:NA18868		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573488	University of Geneva	2012-11-06	ERX162858	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19153.1.M_111124_7 extract	2012-11-07	5116	3659	ILLUMINA	2012-11-07	ERR188460	ERS185310	ERP001942	GEUV:NA19153		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573532	Uppsala University	2012-11-06	ERX162863	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18870.6.M_120119_4 extract	2012-11-07	3290	2345	ILLUMINA	2012-11-07	ERR188373	ERS185409	ERP001942	GEUV:NA18870		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573436	University of Geneva	2012-11-06	ERX162867	280	Illumina HiSeq 2000	PAIRED	cDNA	NA19102.1.M_111124_1 extract	2012-11-07	3521	2449	ILLUMINA	2012-11-07	ERR188367	ERS185397	ERP001942	GEUV:NA19102		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573243	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162868	280	Illumina HiSeq 2000	PAIRED	cDNA	NA18923.2.M_111216_5 extract	2012-11-07	4553	3345	ILLUMINA	2012-11-07	ERR188409	ERS185101	ERP001942	GEUV:NA18923		YRI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573413	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162871	280	Illumina HiSeq 2000	PAIRED	cDNA	NA10851.4.M_120208_1 extract	2012-11-07	3555	2475	ILLUMINA	2012-11-07	ERR188389	ERS185067	ERP001942	GEUV:NA10851		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573403	Leiden University Medical Center	2012-11-06	ERX162872	280	Illumina HiSeq 2000	PAIRED	cDNA	NA07347.7.M_120219_3 extract	2012-11-07	4835	3397	ILLUMINA	2012-11-07	ERR188324	ERS185160	ERP001942	GEUV:NA07347		CEU		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573281	Uppsala University	2012-11-06	ERX162875	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00332.6.M_120217_1 extract	2012-11-07	3739	2566	ILLUMINA	2012-11-07	ERR188294	ERS185309	ERP001942	GEUV:HG00332		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573082	Max Planck Institute for Molecular Genetics	2012-11-06	ERX162878	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00327.3.M_120202_4 extract	2012-11-07	2761	1875	ILLUMINA	2012-11-07	ERR188417	ERS185187	ERP001942	GEUV:HG00327		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	150	PRJEB3366	SAMEA1573485	Institute of Clinical Molecular Biology, University of Kiel, Germany	2012-11-06	ERX162879	280	Illumina HiSeq 2000	PAIRED	cDNA	HG00375.4.M_120208_4 extract	2012-11-07	4238	2971	ILLUMINA	2012-11-07	ERR188462	ERS185222	ERP001942	GEUV:HG00375		FIN		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
RNA-Seq	152	PRJEB3366	SAMEA1573108	Centre for Genomic Regulation, Barcelona	2012-11-06	ERX162880	280	Illumina HiSeq 2000	PAIRED	cDNA	NA20586.2.M_111215_7 extract	2012-11-07	4619	3119	ILLUMINA	2012-11-07	ERR188353	ERS185426	ERP001942	GEUV:NA20586		TSI		public	sra	ncbi	2018-03-08	TRANSCRIPTOMIC	Homo sapiens	lymphoblastoid cell line	
