Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	population	Consent	Strain
OTHER	36	PRJEB3365	SAMEA1573476	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162618	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	NA19248.5.MI_120327_1 extract	2012-11-06	181	110	Homo sapiens	ILLUMINA	2012-11-06	ERR187737	ERS185462	ERP001941	GEUV:NA19248	YRI	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573492	CNAG and CRG	sra	ncbi	2012-11-06	2018-03-08	ERX162619	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00335.2.MI_120126_6 extract	2012-11-06	469	296	Homo sapiens	ILLUMINA	2012-11-06	ERR187876	ERS185463	ERP001941	GEUV:HG00335	FIN	public	lymphoblastoid cell line
OTHER	50	PRJEB3365	SAMEA1573502	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162620	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00115.6.MI_120217_1 extract	2012-11-06	972	672	Homo sapiens	ILLUMINA	2012-11-06	ERR187877	ERS185464	ERP001941	GEUV:HG00115	GBR	public	lymphoblastoid cell line
OTHER	36	PRJEB3365	SAMEA1573429	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162627	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC	HG00128.1.MI_120104_2 extract	2012-11-06	281	152	Homo sapiens	ILLUMINA	2012-11-06	ERR187934	ERS185471	ERP001941	GEUV:HG00128	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573249	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162725	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA11893.7.M_120219_3 extract	2012-11-06	6125	4292	Homo sapiens	ILLUMINA	2012-11-06	ERR188077	ERS185138	ERP001942	GEUV:NA11893	CEU	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573483	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162729	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20797.2.M_111215_6 extract	2012-11-07	5732	3942	Homo sapiens	ILLUMINA	2012-11-07	ERR188132	ERS185263	ERP001942	GEUV:NA20797	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573331	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162730	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12762.4.M_120208_3 extract	2012-11-06	3446	2454	Homo sapiens	ILLUMINA	2012-11-06	ERR188100	ERS185288	ERP001942	GEUV:NA12762	CEU	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573320	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162737	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA11894.2.M_111215_4 extract	2012-11-07	4722	3157	Homo sapiens	ILLUMINA	2012-11-07	ERR188122	ERS185454	ERP001942	GEUV:NA11894	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573152	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162739	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00242.3.M_120202_7 extract	2012-11-07	3345	2333	Homo sapiens	ILLUMINA	2012-11-07	ERR188053	ERS185337	ERP001942	GEUV:HG00242	GBR	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573208	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162751	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00255.2.M_111216_1 extract	2012-11-06	4454	3262	Homo sapiens	ILLUMINA	2012-11-06	ERR188111	ERS185046	ERP001942	GEUV:HG00255	GBR	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573276	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162754	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00321.2.M_111216_2 extract	2012-11-07	4576	3302	Homo sapiens	ILLUMINA	2012-11-07	ERR188045	ERS185194	ERP001942	GEUV:HG00321	FIN	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573412	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162760	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00262.2.M_111215_8 extract	2012-11-07	5452	3718	Homo sapiens	ILLUMINA	2012-11-07	ERR188057	ERS185456	ERP001942	GEUV:HG00262	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573189	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162762	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20760.3.M_120202_5 extract	2012-11-06	2691	1878	Homo sapiens	ILLUMINA	2012-11-06	ERR188110	ERS185023	ERP001942	GEUV:NA20760	TSI	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573497	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162763	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20812.2.M_111216_6 extract	2012-11-07	4373	3132	Homo sapiens	ILLUMINA	2012-11-07	ERR188137	ERS185450	ERP001942	GEUV:NA20812	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573377	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162765	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12144.4.M_120208_1 extract	2012-11-07	4557	3276	Homo sapiens	ILLUMINA	2012-11-07	ERR188039	ERS185495	ERP001942	GEUV:NA12144	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573129	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162768	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12814.7.M_120219_3 extract	2012-11-07	6396	4493	Homo sapiens	ILLUMINA	2012-11-07	ERR188081	ERS185330	ERP001942	GEUV:NA12814	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573444	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162772	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00123.4.M_120208_7 extract	2012-11-07	4437	3040	Homo sapiens	ILLUMINA	2012-11-07	ERR188035	ERS185352	ERP001942	GEUV:HG00123	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573313	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162773	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20539.4.M_120208_5 extract	2012-11-07	3892	2719	Homo sapiens	ILLUMINA	2012-11-07	ERR188138	ERS185287	ERP001942	GEUV:NA20539	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573104	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162774	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00151.3.M_120202_4 extract	2012-11-07	2180	1496	Homo sapiens	ILLUMINA	2012-11-07	ERR188116	ERS185251	ERP001942	GEUV:HG00151	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573514	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162776	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20754.4.M_120208_1 extract	2012-11-06	3515	2450	Homo sapiens	ILLUMINA	2012-11-06	ERR188108	ERS185289	ERP001942	GEUV:NA20754	TSI	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573500	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162777	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00315.2.M_111215_5 extract	2012-11-07	5291	3808	Homo sapiens	ILLUMINA	2012-11-07	ERR188023	ERS185236	ERP001942	GEUV:HG00315	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573147	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162781	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00181.4.M_120208_4 extract	2012-11-07	3536	2475	Homo sapiens	ILLUMINA	2012-11-07	ERR188118	ERS185173	ERP001942	GEUV:HG00181	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573530	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162784	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00268.5.M_120131_3 extract	2012-11-07	4276	2925	Homo sapiens	ILLUMINA	2012-11-07	ERR188117	ERS185078	ERP001942	GEUV:HG00268	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573201	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162787	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00372.4.M_120208_3 extract	2012-11-06	3881	2754	Homo sapiens	ILLUMINA	2012-11-06	ERR188078	ERS185218	ERP001942	GEUV:HG00372	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573315	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162789	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20768.5.M_120131_1 extract	2012-11-06	4294	2937	Homo sapiens	ILLUMINA	2012-11-06	ERR188105	ERS185227	ERP001942	GEUV:NA20768	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573508	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162791	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20752.5.M_120131_7 extract	2012-11-07	5043	3497	Homo sapiens	ILLUMINA	2012-11-07	ERR188054	ERS185367	ERP001942	GEUV:NA20752	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573372	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162795	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA18917.1.M_111124_5 extract	2012-11-07	3858	2791	Homo sapiens	ILLUMINA	2012-11-07	ERR188139	ERS185301	ERP001942	GEUV:NA18917	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573219	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162798	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19204.1.M_111124_6 extract	2012-11-07	3669	2596	Homo sapiens	ILLUMINA	2012-11-07	ERR188042	ERS185446	ERP001942	GEUV:NA19204	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573150	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162799	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12716.7.M_120219_6 extract	2012-11-07	11246	7156	Homo sapiens	ILLUMINA	2012-11-07	ERR188140	ERS185171	ERP001942	GEUV:NA12716	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573181	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162803	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12489.1.M_111124_2 extract	2012-11-07	4838	3459	Homo sapiens	ILLUMINA	2012-11-07	ERR188048	ERS185147	ERP001942	GEUV:NA12489	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573459	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162804	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19096.4.M_120208_4 extract	2012-11-07	3497	2459	Homo sapiens	ILLUMINA	2012-11-07	ERR188069	ERS185239	ERP001942	GEUV:NA19096	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573158	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162807	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12005.4.M_120208_1 extract	2012-11-07	3941	2746	Homo sapiens	ILLUMINA	2012-11-07	ERR188058	ERS185109	ERP001942	GEUV:NA12005	CEU	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573527	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162809	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00355.2.M_111215_6 extract	2012-11-07	5841	4016	Homo sapiens	ILLUMINA	2012-11-07	ERR188029	ERS185329	ERP001942	GEUV:HG00355	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573212	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162823	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20510.3.M_120202_3 extract	2012-11-07	2260	1558	Homo sapiens	ILLUMINA	2012-11-07	ERR188026	ERS185219	ERP001942	GEUV:NA20510	TSI	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573391	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162825	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00119.2.M_111216_6 extract	2012-11-07	4621	3283	Homo sapiens	ILLUMINA	2012-11-07	ERR188119	ERS185402	ERP001942	GEUV:HG00119	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573467	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162826	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20509.7.M_120219_7 extract	2012-11-07	8305	5598	Homo sapiens	ILLUMINA	2012-11-07	ERR188063	ERS185324	ERP001942	GEUV:NA20509	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573484	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162827	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00236.5.M_120131_5 extract	2012-11-07	4942	3343	Homo sapiens	ILLUMINA	2012-11-07	ERR188036	ERS185237	ERP001942	GEUV:HG00236	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573519	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162828	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00114.6.M_120217_1 extract	2012-11-07	2868	1981	Homo sapiens	ILLUMINA	2012-11-07	ERR188071	ERS185155	ERP001942	GEUV:HG00114	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573145	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162834	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00121.1.M_111124_7 extract	2012-11-06	2951	2098	Homo sapiens	ILLUMINA	2012-11-06	ERR188087	ERS185241	ERP001942	GEUV:HG00121	GBR	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573138	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162843	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20534.2.M_111215_8 extract	2012-11-07	5038	3499	Homo sapiens	ILLUMINA	2012-11-07	ERR188114	ERS185144	ERP001942	GEUV:NA20534	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573499	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162852	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00152.7.M_120219_3 extract	2012-11-06	7909	5558	Homo sapiens	ILLUMINA	2012-11-06	ERR188084	ERS185312	ERP001942	GEUV:HG00152	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573360	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162853	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12342.1.M_111124_5 extract	2012-11-06	4151	2909	Homo sapiens	ILLUMINA	2012-11-06	ERR188107	ERS185304	ERP001942	GEUV:NA12342	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573230	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162857	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20826.1.M_111124_1 extract	2012-11-07	4121	3007	Homo sapiens	ILLUMINA	2012-11-07	ERR188125	ERS185259	ERP001942	GEUV:NA20826	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573337	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162859	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA18933.1.M_111124_2 extract	2012-11-06	3361	2499	Homo sapiens	ILLUMINA	2012-11-06	ERR188096	ERS185211	ERP001942	GEUV:NA18933	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573110	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162860	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12006.5.M_120131_1 extract	2012-11-07	4465	3041	Homo sapiens	ILLUMINA	2012-11-07	ERR188076	ERS185344	ERP001942	GEUV:NA12006	CEU	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573216	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162864	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA18498.2.M_120131_1 extract	2012-11-07	5269	3596	Homo sapiens	ILLUMINA	2012-11-07	ERR188044	ERS185292	ERP001942	GEUV:NA18498	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573396	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162866	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20759.4.M_120208_3 extract	2012-11-07	3314	2369	Homo sapiens	ILLUMINA	2012-11-07	ERR188068	ERS185190	ERP001942	GEUV:NA20759	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573252	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162870	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12761.6.M_120119_2 extract	2012-11-07	4285	2915	Homo sapiens	ILLUMINA	2012-11-07	ERR188061	ERS185347	ERP001942	GEUV:NA12761	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573195	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162873	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19184.1.M_111124_1 extract	2012-11-06	5373	3750	Homo sapiens	ILLUMINA	2012-11-06	ERR188103	ERS185356	ERP001942	GEUV:NA19184	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573214	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162874	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19121.3.M_120202_6 extract	2012-11-06	3495	2401	Homo sapiens	ILLUMINA	2012-11-06	ERR188109	ERS185204	ERP001942	GEUV:NA19121	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573203	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162876	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12749.1.M_111124_2 extract	2012-11-07	3406	2425	Homo sapiens	ILLUMINA	2012-11-07	ERR188024	ERS185432	ERP001942	GEUV:NA12749	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573373	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162877	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA11931.1.M_111124_8 extract	2012-11-07	3665	2664	Homo sapiens	ILLUMINA	2012-11-07	ERR188049	ERS185392	ERP001942	GEUV:NA11931	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573422	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162882	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00137.6.M_120217_1 extract	2012-11-06	3466	2408	Homo sapiens	ILLUMINA	2012-11-06	ERR188095	ERS185374	ERP001942	GEUV:HG00137	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573226	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162883	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00337.5.M_120131_5 extract	2012-11-06	3573	2452	Homo sapiens	ILLUMINA	2012-11-06	ERR188098	ERS185119	ERP001942	GEUV:HG00337	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573305	Max Planck Institute for Molecular Genetics	sra	ncbi	2012-11-06	2018-03-08	ERX162890	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00186.3.M_120202_5 extract	2012-11-06	2199	1525	Homo sapiens	ILLUMINA	2012-11-06	ERR188090	ERS185315	ERP001942	GEUV:HG00186	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573354	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162892	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00145.6.M_120119_1 extract	2012-11-07	4246	2972	Homo sapiens	ILLUMINA	2012-11-07	ERR188073	ERS185111	ERP001942	GEUV:HG00145	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573127	Helmholtz Zentrum München, German Research Center for Environmental Health, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162894	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00157.5.M_120131_3 extract	2012-11-07	5694	3914	Homo sapiens	ILLUMINA	2012-11-07	ERR188041	ERS185091	ERP001942	GEUV:HG00157	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573101	Leiden University Medical Center	sra	ncbi	2012-11-06	2018-03-08	ERX162905	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00331.7.M_120219_8 extract	2012-11-07	5264	3739	Homo sapiens	ILLUMINA	2012-11-07	ERR188056	ERS185265	ERP001942	GEUV:HG00331	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573523	Institute of Clinical Molecular Biology, University of Kiel, Germany	sra	ncbi	2012-11-06	2018-03-08	ERX162908	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19236.4.M_120208_1 extract	2012-11-07	3066	2206	Homo sapiens	ILLUMINA	2012-11-07	ERR188037	ERS185141	ERP001942	GEUV:NA19236	YRI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573210	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162911	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA20766.1.M_111124_4 extract	2012-11-07	4204	3015	Homo sapiens	ILLUMINA	2012-11-07	ERR188126	ERS185120	ERP001942	GEUV:NA20766	TSI	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573207	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162912	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA12812.1.M_111124_4 extract	2012-11-07	3193	2320	Homo sapiens	ILLUMINA	2012-11-07	ERR188022	ERS185103	ERP001942	GEUV:NA12812	CEU	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573088	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162913	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00324.1.M_111124_2 extract	2012-11-07	4687	3348	Homo sapiens	ILLUMINA	2012-11-07	ERR188113	ERS185428	ERP001942	GEUV:HG00324	FIN	public	lymphoblastoid cell line
RNA-Seq	152	PRJEB3366	SAMEA1573489	Centre for Genomic Regulation, Barcelona	sra	ncbi	2012-11-06	2018-03-08	ERX162914	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00110.2.M_120131_2 extract	2012-11-06	5600	3840	Homo sapiens	ILLUMINA	2012-11-06	ERR188082	ERS185368	ERP001942	GEUV:HG00110	GBR	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573283	University of Geneva	sra	ncbi	2012-11-06	2018-03-08	ERX162919	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	HG00343.1.M_111124_5 extract	2012-11-07	5342	3726	Homo sapiens	ILLUMINA	2012-11-07	ERR188141	ERS185382	ERP001942	GEUV:HG00343	FIN	public	lymphoblastoid cell line
RNA-Seq	150	PRJEB3366	SAMEA1573191	Uppsala University	sra	ncbi	2012-11-06	2018-03-08	ERX162922	280	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	NA19256.6.M_120119_6 extract	2012-11-07	4134	2886	Homo sapiens	ILLUMINA	2012-11-07	ERR188120	ERS185253	ERP001942	GEUV:NA19256	YRI	public	lymphoblastoid cell line
