Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	Experiment	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_type	isolate	patient_phenotype	run_label	seasonality	source_name	timepoint	tissue	treatment	BioSampleModel	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySource	Organism	analyte	biomaterial_provider	health_state	sex
RNA-Seq	51	PRJNA287538	SAMN04028869	GEO	SRX1182562	Illumina HiSeq 2500	cDNA		2015-09-04	10	8	ILLUMINA	2017-01-03	SRR2240435	SRS1054753	SRP059689	GSM1868771		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028870	GEO	SRX1182563	Illumina HiSeq 2500	cDNA		2015-09-04	130	82	ILLUMINA	2017-01-03	SRR2240436	SRS1054752	SRP059689	GSM1868772		Memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028870	GEO	SRX1182563	Illumina HiSeq 2500	cDNA		2015-09-04	130	82	ILLUMINA	2017-01-03	SRR2240437	SRS1054752	SRP059689	GSM1868772		Memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028870	GEO	SRX1182563	Illumina HiSeq 2500	cDNA		2015-09-04	320	236	ILLUMINA	2017-01-03	SRR2240438	SRS1054752	SRP059689	GSM1868772		Memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028870	GEO	SRX1182563	Illumina HiSeq 2500	cDNA		2015-09-04	318	239	ILLUMINA	2017-01-03	SRR2240439	SRS1054752	SRP059689	GSM1868772		Memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028871	GEO	SRX1182564	Illumina HiSeq 2500	cDNA		2015-09-04	139	88	ILLUMINA	2017-01-03	SRR2240440	SRS1054751	SRP059689	GSM1868773		Central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028871	GEO	SRX1182564	Illumina HiSeq 2500	cDNA		2015-09-04	139	87	ILLUMINA	2017-01-03	SRR2240441	SRS1054751	SRP059689	GSM1868773		Central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028871	GEO	SRX1182564	Illumina HiSeq 2500	cDNA		2015-09-04	277	205	ILLUMINA	2017-01-03	SRR2240442	SRS1054751	SRP059689	GSM1868773		Central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028871	GEO	SRX1182564	Illumina HiSeq 2500	cDNA		2015-09-04	275	207	ILLUMINA	2017-01-03	SRR2240443	SRS1054751	SRP059689	GSM1868773		Central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028872	GEO	SRX1182565	Illumina HiSeq 2500	cDNA		2015-09-04	123	76	ILLUMINA	2017-01-03	SRR2240444	SRS1054750	SRP059689	GSM1868774		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028872	GEO	SRX1182565	Illumina HiSeq 2500	cDNA		2015-09-04	123	76	ILLUMINA	2017-01-03	SRR2240445	SRS1054750	SRP059689	GSM1868774		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028872	GEO	SRX1182565	Illumina HiSeq 2500	cDNA		2015-09-04	355	261	ILLUMINA	2017-01-03	SRR2240446	SRS1054750	SRP059689	GSM1868774		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028872	GEO	SRX1182565	Illumina HiSeq 2500	cDNA		2015-09-04	352	263	ILLUMINA	2017-01-03	SRR2240447	SRS1054750	SRP059689	GSM1868774		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028873	GEO	SRX1182566	Illumina HiSeq 2500	cDNA		2015-09-04	209	132	ILLUMINA	2017-01-03	SRR2240448	SRS1054749	SRP059689	GSM1868775		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028873	GEO	SRX1182566	Illumina HiSeq 2500	cDNA		2015-09-04	209	132	ILLUMINA	2017-01-03	SRR2240449	SRS1054749	SRP059689	GSM1868775		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028873	GEO	SRX1182566	Illumina HiSeq 2500	cDNA		2015-09-04	249	184	ILLUMINA	2017-01-03	SRR2240450	SRS1054749	SRP059689	GSM1868775		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028873	GEO	SRX1182566	Illumina HiSeq 2500	cDNA		2015-09-04	247	186	ILLUMINA	2017-01-03	SRR2240451	SRS1054749	SRP059689	GSM1868775		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028874	GEO	SRX1182567	Illumina HiSeq 2500	cDNA		2015-09-04	144	92	ILLUMINA	2017-01-03	SRR2240452	SRS1054748	SRP059689	GSM1868776		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028874	GEO	SRX1182567	Illumina HiSeq 2500	cDNA		2015-09-04	144	92	ILLUMINA	2017-01-03	SRR2240453	SRS1054748	SRP059689	GSM1868776		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028874	GEO	SRX1182567	Illumina HiSeq 2500	cDNA		2015-09-04	289	215	ILLUMINA	2017-01-03	SRR2240454	SRS1054748	SRP059689	GSM1868776		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028874	GEO	SRX1182567	Illumina HiSeq 2500	cDNA		2015-09-04	289	218	ILLUMINA	2017-01-03	SRR2240455	SRS1054748	SRP059689	GSM1868776		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028875	GEO	SRX1182568	Illumina HiSeq 2500	cDNA		2015-09-04	80	51	ILLUMINA	2017-01-03	SRR2240456	SRS1054747	SRP059689	GSM1868777		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028875	GEO	SRX1182568	Illumina HiSeq 2500	cDNA		2015-09-04	80	51	ILLUMINA	2017-01-03	SRR2240457	SRS1054747	SRP059689	GSM1868777		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028875	GEO	SRX1182568	Illumina HiSeq 2500	cDNA		2015-09-04	337	250	ILLUMINA	2017-01-03	SRR2240458	SRS1054747	SRP059689	GSM1868777		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028875	GEO	SRX1182568	Illumina HiSeq 2500	cDNA		2015-09-04	337	254	ILLUMINA	2017-01-03	SRR2240459	SRS1054747	SRP059689	GSM1868777		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028876	GEO	SRX1182569	Illumina HiSeq 2500	cDNA		2015-09-04	601	420	ILLUMINA	2017-01-03	SRR2240460	SRS1054746	SRP059689	GSM1868778		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028876	GEO	SRX1182569	Illumina HiSeq 2500	cDNA		2015-09-04	597	415	ILLUMINA	2017-01-03	SRR2240461	SRS1054746	SRP059689	GSM1868778		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028877	GEO	SRX1182570	Illumina HiSeq 2500	cDNA		2015-09-04	451	313	ILLUMINA	2017-01-03	SRR2240462	SRS1054745	SRP059689	GSM1868779		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028877	GEO	SRX1182570	Illumina HiSeq 2500	cDNA		2015-09-04	447	309	ILLUMINA	2017-01-03	SRR2240463	SRS1054745	SRP059689	GSM1868779		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028830	GEO	SRX1182571	Illumina HiSeq 2500	cDNA		2015-09-04	506	355	ILLUMINA	2017-01-03	SRR2240464	SRS1054744	SRP059689	GSM1868780		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028830	GEO	SRX1182571	Illumina HiSeq 2500	cDNA		2015-09-04	502	349	ILLUMINA	2017-01-03	SRR2240465	SRS1054744	SRP059689	GSM1868780		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028831	GEO	SRX1182572	Illumina HiSeq 2500	cDNA		2015-09-04	433	306	ILLUMINA	2017-01-03	SRR2240466	SRS1054743	SRP059689	GSM1868781		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028831	GEO	SRX1182572	Illumina HiSeq 2500	cDNA		2015-09-04	429	302	ILLUMINA	2017-01-03	SRR2240467	SRS1054743	SRP059689	GSM1868781		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028832	GEO	SRX1182573	Illumina HiSeq 2500	cDNA		2015-09-04	376	260	ILLUMINA	2017-01-03	SRR2240468	SRS1054742	SRP059689	GSM1868782		Memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028832	GEO	SRX1182573	Illumina HiSeq 2500	cDNA		2015-09-04	374	257	ILLUMINA	2017-01-03	SRR2240469	SRS1054742	SRP059689	GSM1868782		Memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028833	GEO	SRX1182574	Illumina HiSeq 2500	cDNA		2015-09-04	431	301	ILLUMINA	2017-01-03	SRR2240470	SRS1054741	SRP059689	GSM1868783		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028833	GEO	SRX1182574	Illumina HiSeq 2500	cDNA		2015-09-04	428	297	ILLUMINA	2017-01-03	SRR2240471	SRS1054741	SRP059689	GSM1868783		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028834	GEO	SRX1182575	Illumina HiSeq 2500	cDNA		2015-09-04	390	272	ILLUMINA	2017-01-03	SRR2240472	SRS1054740	SRP059689	GSM1868784		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028834	GEO	SRX1182575	Illumina HiSeq 2500	cDNA		2015-09-04	386	269	ILLUMINA	2017-01-03	SRR2240473	SRS1054740	SRP059689	GSM1868784		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028835	GEO	SRX1182576	Illumina HiSeq 2500	cDNA		2015-09-04	384	269	ILLUMINA	2017-01-03	SRR2240474	SRS1054739	SRP059689	GSM1868785		Central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028835	GEO	SRX1182576	Illumina HiSeq 2500	cDNA		2015-09-04	381	265	ILLUMINA	2017-01-03	SRR2240475	SRS1054739	SRP059689	GSM1868785		Central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028836	GEO	SRX1182577	Illumina HiSeq 2500	cDNA		2015-09-04	442	308	ILLUMINA	2017-01-03	SRR2240476	SRS1054738	SRP059689	GSM1868786		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028836	GEO	SRX1182577	Illumina HiSeq 2500	cDNA		2015-09-04	440	305	ILLUMINA	2017-01-03	SRR2240477	SRS1054738	SRP059689	GSM1868786		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028837	GEO	SRX1182578	Illumina HiSeq 2500	cDNA		2015-09-04	396	278	ILLUMINA	2017-01-03	SRR2240478	SRS1054737	SRP059689	GSM1868787		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028837	GEO	SRX1182578	Illumina HiSeq 2500	cDNA		2015-09-04	392	273	ILLUMINA	2017-01-03	SRR2240479	SRS1054737	SRP059689	GSM1868787		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Non Allergic		Blood draw out of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028838	GEO	SRX1182579	Illumina HiSeq 2500	cDNA		2015-09-04	640	451	ILLUMINA	2017-01-03	SRR2240480	SRS1054736	SRP059689	GSM1868788		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028838	GEO	SRX1182579	Illumina HiSeq 2500	cDNA		2015-09-04	635	445	ILLUMINA	2017-01-03	SRR2240481	SRS1054736	SRP059689	GSM1868788		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028839	GEO	SRX1182580	Illumina HiSeq 2500	cDNA		2015-09-04	552	388	ILLUMINA	2017-01-03	SRR2240482	SRS1054735	SRP059689	GSM1868789		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028839	GEO	SRX1182580	Illumina HiSeq 2500	cDNA		2015-09-04	546	383	ILLUMINA	2017-01-03	SRR2240483	SRS1054735	SRP059689	GSM1868789		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028840	GEO	SRX1182581	Illumina HiSeq 2500	cDNA		2015-09-04	559	393	ILLUMINA	2017-01-03	SRR2240484	SRS1054734	SRP059689	GSM1868790		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028840	GEO	SRX1182581	Illumina HiSeq 2500	cDNA		2015-09-04	554	388	ILLUMINA	2017-01-03	SRR2240485	SRS1054734	SRP059689	GSM1868790		IL5 secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028841	GEO	SRX1182582	Illumina HiSeq 2500	cDNA		2015-09-04	489	344	ILLUMINA	2017-01-03	SRR2240486	SRS1054733	SRP059689	GSM1868791		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028841	GEO	SRX1182582	Illumina HiSeq 2500	cDNA		2015-09-04	485	339	ILLUMINA	2017-01-03	SRR2240487	SRS1054733	SRP059689	GSM1868791		IFNg secreting central memory CD4 Tcells - CD3+ CD4+ CD45RA- CCR7+ IFNG+		Timothy Grass Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028842	GEO	SRX1182583	Illumina HiSeq 2500	cDNA		2015-09-04	352	244	ILLUMINA	2017-01-03	SRR2240488	SRS1054732	SRP059689	GSM1868792		Memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028842	GEO	SRX1182583	Illumina HiSeq 2500	cDNA		2015-09-04	347	239	ILLUMINA	2017-01-03	SRR2240489	SRS1054732	SRP059689	GSM1868792		Memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028843	GEO	SRX1182584	Illumina HiSeq 2500	cDNA		2015-09-04	488	338	ILLUMINA	2017-01-03	SRR2240490	SRS1054731	SRP059689	GSM1868793		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028843	GEO	SRX1182584	Illumina HiSeq 2500	cDNA		2015-09-03	481	332	ILLUMINA	2017-01-03	SRR2240491	SRS1054731	SRP059689	GSM1868793		IL5 secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
RNA-Seq	51	PRJNA287538	SAMN04028844	GEO	SRX1182585	Illumina HiSeq 2500	cDNA		2015-09-03	404	280	ILLUMINA	2017-01-03	SRR2240492	SRS1054730	SRP059689	GSM1868794		IFNg secreting memory effector CD4 Tcells - CD3+ CD4+ CD45RA- CCR7- IFNG+		Timothy Grass Non Allergic		Blood draw during of Timothy Grass pollen season	Blood PBMCs					public	sra	ncbi	0	SINGLE	TRANSCRIPTOMIC	Homo sapiens				
