Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	age	cell_type	disease	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		101	PRJNA353588	SAMN06016535	GEO	sra	SRX2347735	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2199	1018	ILLUMINA	2017-08-15	SRR5019903	SRS1798007	SRP093349	GSM2390729			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016534	GEO	sra	SRX2347736	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2279	1054	ILLUMINA	2017-08-15	SRR5019904	SRS1798008	SRP093349	GSM2390730			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016510	GEO	sra	SRX2347737	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1562	740	ILLUMINA	2017-08-15	SRR5019905	SRS1798009	SRP093349	GSM2390731			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016564	GEO	sra	SRX2347738	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2025	960	ILLUMINA	2017-08-15	SRR5019906	SRS1798010	SRP093349	GSM2390732			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016563	GEO	sra	SRX2347739	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1955	936	ILLUMINA	2017-08-15	SRR5019907	SRS1798011	SRP093349	GSM2390733			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017007	GEO	sra	SRX2347740	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1579	731	ILLUMINA	2017-08-15	SRR5019908	SRS1798012	SRP093349	GSM2390734			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017008	GEO	sra	SRX2347741	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1260	586	ILLUMINA	2017-08-15	SRR5019909	SRS1798013	SRP093349	GSM2390735			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017006	GEO	sra	SRX2347742	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2029	953	ILLUMINA	2017-08-15	SRR5019910	SRS1798014	SRP093349	GSM2390736			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017003	GEO	sra	SRX2347743	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2355	1116	ILLUMINA	2017-08-15	SRR5019911	SRS1798015	SRP093349	GSM2390737			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016562	GEO	sra	SRX2347744	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	3104	1486	ILLUMINA	2017-08-15	SRR5019912	SRS1798016	SRP093349	GSM2390738			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016561	GEO	sra	SRX2347745	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2112	1002	ILLUMINA	2017-08-15	SRR5019913	SRS1798017	SRP093349	GSM2390739			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06016560	GEO	sra	SRX2347746	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2679	1253	ILLUMINA	2017-08-15	SRR5019914	SRS1798018	SRP093349	GSM2390740			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017004	GEO	sra	SRX2347747	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2290	1073	ILLUMINA	2017-08-15	SRR5019915	SRS1798019	SRP093349	GSM2390741			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017002	GEO	sra	SRX2347748	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2600	1213	ILLUMINA	2017-08-15	SRR5019916	SRS1798020	SRP093349	GSM2390742			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017193	GEO	sra	SRX2347750	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1962	956	ILLUMINA	2017-08-15	SRR5019918	SRS1798022	SRP093349	GSM2390744			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017190	GEO	sra	SRX2347751	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2010	959	ILLUMINA	2017-08-15	SRR5019919	SRS1798023	SRP093349	GSM2390745			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017187	GEO	sra	SRX2347752	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2774	1320	ILLUMINA	2017-08-15	SRR5019920	SRS1798024	SRP093349	GSM2390746			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017189	GEO	sra	SRX2347753	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2182	1030	ILLUMINA	2017-08-15	SRR5019921	SRS1798025	SRP093349	GSM2390747			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017188	GEO	sra	SRX2347754	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2222	1067	ILLUMINA	2017-08-15	SRR5019922	SRS1798026	SRP093349	GSM2390748			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017185	GEO	sra	SRX2347755	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2742	1316	ILLUMINA	2017-08-15	SRR5019923	SRS1798027	SRP093349	GSM2390749			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017181	GEO	sra	SRX2347756	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2343	1120	ILLUMINA	2017-08-15	SRR5019924	SRS1798028	SRP093349	GSM2390750			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017184	GEO	sra	SRX2347757	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1992	927	ILLUMINA	2017-08-15	SRR5019925	SRS1798029	SRP093349	GSM2390751			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017183	GEO	sra	SRX2347758	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2041	965	ILLUMINA	2017-08-15	SRR5019926	SRS1798030	SRP093349	GSM2390752			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017177	GEO	sra	SRX2347760	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1753	869	ILLUMINA	2017-08-15	SRR5019928	SRS1798031	SRP093349	GSM2390754			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017175	GEO	sra	SRX2347763	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1901	947	ILLUMINA	2017-08-15	SRR5019931	SRS1798032	SRP093349	GSM2390757			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017179	GEO	sra	SRX2347761	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1497	747	ILLUMINA	2017-08-15	SRR5019929	SRS1798033	SRP093349	GSM2390755			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017180	GEO	sra	SRX2347759	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1856	926	ILLUMINA	2017-08-15	SRR5019927	SRS1798034	SRP093349	GSM2390753			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017178	GEO	sra	SRX2347762	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1434	719	ILLUMINA	2017-08-15	SRR5019930	SRS1798035	SRP093349	GSM2390756			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017171	GEO	sra	SRX2347764	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1477	740	ILLUMINA	2017-08-15	SRR5019932	SRS1798036	SRP093349	GSM2390758			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017173	GEO	sra	SRX2347766	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1386	718	ILLUMINA	2017-08-15	SRR5019934	SRS1798037	SRP093349	GSM2390760			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017166	GEO	sra	SRX2347768	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1930	970	ILLUMINA	2017-08-15	SRR5019936	SRS1798038	SRP093349	GSM2390762			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017169	GEO	sra	SRX2347769	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2323	1173	ILLUMINA	2017-08-15	SRR5019937	SRS1798039	SRP093349	GSM2390763			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017168	GEO	sra	SRX2347770	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2161	1077	ILLUMINA	2017-08-15	SRR5019938	SRS1798040	SRP093349	GSM2390764			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017165	GEO	sra	SRX2347771	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1694	842	ILLUMINA	2017-08-15	SRR5019939	SRS1798041	SRP093349	GSM2390765			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017174	GEO	sra	SRX2347765	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1662	829	ILLUMINA	2017-08-15	SRR5019933	SRS1798042	SRP093349	GSM2390759			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017170	GEO	sra	SRX2347767	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1662	853	ILLUMINA	2017-08-15	SRR5019935	SRS1798043	SRP093349	GSM2390761			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017051	GEO	sra	SRX2347773	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1673	870	ILLUMINA	2017-08-15	SRR5019941	SRS1798044	SRP093349	GSM2390767			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017046	GEO	sra	SRX2347776	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1170	590	ILLUMINA	2017-08-15	SRR5019944	SRS1798045	SRP093349	GSM2390770			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017164	GEO	sra	SRX2347772	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	2084	1037	ILLUMINA	2017-08-15	SRR5019940	SRS1798046	SRP093349	GSM2390766			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017048	GEO	sra	SRX2347774	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1671	861	ILLUMINA	2017-08-15	SRR5019942	SRS1798047	SRP093349	GSM2390768			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017047	GEO	sra	SRX2347775	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1583	820	ILLUMINA	2017-08-15	SRR5019943	SRS1798048	SRP093349	GSM2390769			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017043	GEO	sra	SRX2347779	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1222	620	ILLUMINA	2017-08-15	SRR5019947	SRS1798049	SRP093349	GSM2390773			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017040	GEO	sra	SRX2347780	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1204	616	ILLUMINA	2017-08-15	SRR5019948	SRS1798050	SRP093349	GSM2390774			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017044	GEO	contigssra	SRX2347777	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	990	489	ILLUMINA	2017-08-15	SRR5019945	SRS1798051	SRP093349	GSM2390771			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017045	GEO	sra	SRX2347778	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1532	767	ILLUMINA	2017-08-15	SRR5019946	SRS1798052	SRP093349	GSM2390772			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017039	GEO	sra	SRX2347781	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1526	774	ILLUMINA	2017-08-15	SRR5019949	SRS1798053	SRP093349	GSM2390775			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017036	GEO	sra	SRX2347782	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1011	518	ILLUMINA	2017-08-15	SRR5019950	SRS1798054	SRP093349	GSM2390776			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017034	GEO	sra	SRX2347784	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1766	872	ILLUMINA	2017-08-15	SRR5019952	SRS1798055	SRP093349	GSM2390778			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017030	GEO	sra	SRX2347786	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1568	784	ILLUMINA	2017-08-15	SRR5019954	SRS1798056	SRP093349	GSM2390780			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017031	GEO	sra	SRX2347787	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1033	515	ILLUMINA	2017-08-15	SRR5019955	SRS1798057	SRP093349	GSM2390781			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017037	GEO	sra	SRX2347783	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1017	503	ILLUMINA	2017-08-15	SRR5019951	SRS1798058	SRP093349	GSM2390777			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017033	GEO	sra	SRX2347785	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1999	985	ILLUMINA	2017-08-15	SRR5019953	SRS1798059	SRP093349	GSM2390779			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017025	GEO	sra	SRX2347789	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1045	532	ILLUMINA	2017-08-15	SRR5019957	SRS1798060	SRP093349	GSM2390783			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017029	GEO	sra	SRX2347788	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1352	667	ILLUMINA	2017-08-15	SRR5019956	SRS1798061	SRP093349	GSM2390782			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017027	GEO	sra	SRX2347790	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1013	504	ILLUMINA	2017-08-15	SRR5019958	SRS1798062	SRP093349	GSM2390784			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017026	GEO	sra	SRX2347791	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1132	557	ILLUMINA	2017-08-15	SRR5019959	SRS1798063	SRP093349	GSM2390785			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017023	GEO	sra	SRX2347792	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1181	585	ILLUMINA	2017-08-15	SRR5019960	SRS1798064	SRP093349	GSM2390786			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017020	GEO	contigssra	SRX2347793	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	843	410	ILLUMINA	2017-08-15	SRR5019961	SRS1798065	SRP093349	GSM2390787			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017022	GEO	sra	SRX2347794	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1206	605	ILLUMINA	2017-08-15	SRR5019962	SRS1798066	SRP093349	GSM2390788			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017017	GEO	sra	SRX2347796	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1538	774	ILLUMINA	2017-08-15	SRR5019964	SRS1798067	SRP093349	GSM2390790			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017018	GEO	sra	SRX2347797	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1337	676	ILLUMINA	2017-08-15	SRR5019965	SRS1798068	SRP093349	GSM2390791			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017013	GEO	sra	SRX2347799	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1026	505	ILLUMINA	2017-08-15	SRR5019967	SRS1798069	SRP093349	GSM2390793			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017014	GEO	sra	SRX2347800	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1212	597	ILLUMINA	2017-08-15	SRR5019968	SRS1798070	SRP093349	GSM2390794			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017019	GEO	sra	SRX2347795	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1357	685	ILLUMINA	2017-08-15	SRR5019963	SRS1798071	SRP093349	GSM2390789			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017089	GEO	sra	SRX2347801	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1137	568	ILLUMINA	2017-08-15	SRR5019969	SRS1798072	SRP093349	GSM2390795			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017015	GEO	sra	SRX2347798	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1249	619	ILLUMINA	2017-08-15	SRR5019966	SRS1798073	SRP093349	GSM2390792			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017087	GEO	sra	SRX2347803	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1483	740	ILLUMINA	2017-08-15	SRR5019971	SRS1798074	SRP093349	GSM2390797			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017010	GEO	sra	SRX2347805	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1165	606	ILLUMINA	2017-08-15	SRR5019973	SRS1798075	SRP093349	GSM2390799			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017088	GEO	sra	SRX2347802	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1184	596	ILLUMINA	2017-08-15	SRR5019970	SRS1798076	SRP093349	GSM2390796			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017090	GEO	sra	SRX2347807	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1443	735	ILLUMINA	2017-08-15	SRR5019975	SRS1798077	SRP093349	GSM2390801			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017011	GEO	contigssra	SRX2347804	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	960	490	ILLUMINA	2017-08-15	SRR5019972	SRS1798078	SRP093349	GSM2390798			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017083	GEO	sra	SRX2347808	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1726	884	ILLUMINA	2017-08-15	SRR5019976	SRS1798079	SRP093349	GSM2390802			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017084	GEO	sra	SRX2347809	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1422	721	ILLUMINA	2017-08-15	SRR5019977	SRS1798080	SRP093349	GSM2390803			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017091	GEO	sra	SRX2347806	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1128	572	ILLUMINA	2017-08-15	SRR5019974	SRS1798081	SRP093349	GSM2390800			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017082	GEO	sra	SRX2347810	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1463	740	ILLUMINA	2017-08-15	SRR5019978	SRS1798082	SRP093349	GSM2390804			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017081	GEO	sra	SRX2347812	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1368	675	ILLUMINA	2017-08-15	SRR5019980	SRS1798083	SRP093349	GSM2390806			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017079	GEO	sra	SRX2347813	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1121	572	ILLUMINA	2017-08-15	SRR5019981	SRS1798084	SRP093349	GSM2390807			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017075	GEO	sra	SRX2347815	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1224	600	ILLUMINA	2017-08-15	SRR5019983	SRS1798085	SRP093349	GSM2390809			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017080	GEO	sra	SRX2347811	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1477	742	ILLUMINA	2017-08-15	SRR5019979	SRS1798086	SRP093349	GSM2390805			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017071	GEO	sra	SRX2347817	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1484	745	ILLUMINA	2017-08-15	SRR5019985	SRS1798087	SRP093349	GSM2390811			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017073	GEO	sra	SRX2347816	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1207	606	ILLUMINA	2017-08-15	SRR5019984	SRS1798088	SRP093349	GSM2390810			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017076	GEO	sra	SRX2347814	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1161	583	ILLUMINA	2017-08-15	SRR5019982	SRS1798089	SRP093349	GSM2390808			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017068	GEO	sra	SRX2347820	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1188	621	ILLUMINA	2017-08-15	SRR5019988	SRS1798090	SRP093349	GSM2390814			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		101	PRJNA353588	SAMN06017070	GEO	sra	SRX2347818	0	Illumina HiSeq 2500	SINGLE	cDNA		2016-11-15	1076	537	ILLUMINA	2017-08-15	SRR5019986	SRS1798091	SRP093349	GSM2390812			Healthy Control	Thrombocytes		public	ncbi	TRANSCRIPTOMIC	Homo sapiens
