Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	flow_cell_id	group	libraryid	phase	source_name	stim	tissue	DATASTORE_provider
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571300	GEO	public	sra	SRX2018592	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2244	861	Homo sapiens	ILLUMINA	2017-01-06	SRR4026640	SRS1614485	SRP081599	GSM2277353	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571299	GEO	public	sra	SRX2018593	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	3252	1289	Homo sapiens	ILLUMINA	2017-01-06	SRR4026641	SRS1614486	SRP081599	GSM2277354	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571298	GEO	public	sra	SRX2018594	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	891	356	Homo sapiens	ILLUMINA	2017-01-06	SRR4026642	SRS1614487	SRP081599	GSM2277355	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571297	GEO	public	sra	SRX2018595	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	800	327	Homo sapiens	ILLUMINA	2017-01-06	SRR4026643	SRS1614489	SRP081599	GSM2277356	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571296	GEO	public	sra	SRX2018596	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1192	336	Homo sapiens	ILLUMINA	2017-01-06	SRR4026644	SRS1614488	SRP081599	GSM2277357	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571295	GEO	public	sra	SRX2018597	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	3363	631	Homo sapiens	ILLUMINA	2017-01-06	SRR4026645	SRS1614490	SRP081599	GSM2277358	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571294	GEO	public	sra	SRX2018598	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1293	597	Homo sapiens	ILLUMINA	2017-01-06	SRR4026646	SRS1614491	SRP081599	GSM2277359	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571293	GEO	public	sra	SRX2018599	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1312	444	Homo sapiens	ILLUMINA	2017-01-06	SRR4026647	SRS1614493	SRP081599	GSM2277360	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571292	GEO	public	sra	SRX2018600	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1437	649	Homo sapiens	ILLUMINA	2017-01-06	SRR4026648	SRS1614494	SRP081599	GSM2277361	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571291	GEO	public	sra	SRX2018601	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1621	674	Homo sapiens	ILLUMINA	2017-01-06	SRR4026649	SRS1614492	SRP081599	GSM2277362	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571290	GEO	public	sra	SRX2018602	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	801	321	Homo sapiens	ILLUMINA	2017-01-06	SRR4026650	SRS1614495	SRP081599	GSM2277363	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571289	GEO	public	sra	SRX2018603	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2400	1019	Homo sapiens	ILLUMINA	2017-01-06	SRR4026651	SRS1614496	SRP081599	GSM2277364	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571288	GEO	public	sra	SRX2018604	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1251	484	Homo sapiens	ILLUMINA	2017-01-06	SRR4026652	SRS1614497	SRP081599	GSM2277365	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571287	GEO	public	sra	SRX2018605	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2564	1098	Homo sapiens	ILLUMINA	2017-01-06	SRR4026653	SRS1614498	SRP081599	GSM2277366	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571286	GEO	public	sra	SRX2018606	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1371	517	Homo sapiens	ILLUMINA	2017-01-06	SRR4026654	SRS1614499	SRP081599	GSM2277367	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571285	GEO	public	sra	SRX2018607	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1158	514	Homo sapiens	ILLUMINA	2017-01-06	SRR4026655	SRS1614500	SRP081599	GSM2277368	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571258	GEO	public	sra	SRX2018608	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1699	661	Homo sapiens	ILLUMINA	2017-01-06	SRR4026656	SRS1614503	SRP081599	GSM2277369	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571257	GEO	public	sra	SRX2018609	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1609	532	Homo sapiens	ILLUMINA	2017-01-06	SRR4026657	SRS1614501	SRP081599	GSM2277370	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571256	GEO	public	sra	SRX2018610	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1333	456	Homo sapiens	ILLUMINA	2017-01-06	SRR4026658	SRS1614502	SRP081599	GSM2277371	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571255	GEO	public	sra	SRX2018611	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1369	578	Homo sapiens	ILLUMINA	2017-01-06	SRR4026659	SRS1614504	SRP081599	GSM2277372	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571254	GEO	public	sra	SRX2018612	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1106	485	Homo sapiens	ILLUMINA	2017-01-06	SRR4026660	SRS1614505	SRP081599	GSM2277373	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571253	GEO	public	sra	SRX2018613	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1079	376	Homo sapiens	ILLUMINA	2017-01-06	SRR4026661	SRS1614506	SRP081599	GSM2277374	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571252	GEO	public	sra	SRX2018614	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1484	554	Homo sapiens	ILLUMINA	2017-01-06	SRR4026662	SRS1614507	SRP081599	GSM2277375	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571251	GEO	public	sra	SRX2018615	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1516	685	Homo sapiens	ILLUMINA	2017-01-06	SRR4026663	SRS1614508	SRP081599	GSM2277376	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571250	GEO	public	sra	SRX2018616	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	854	319	Homo sapiens	ILLUMINA	2017-01-06	SRR4026664	SRS1614509	SRP081599	GSM2277377	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571249	GEO	public	sra	SRX2018617	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2731	1292	Homo sapiens	ILLUMINA	2017-01-06	SRR4026665	SRS1614510	SRP081599	GSM2277378	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571248	GEO	public	sra	SRX2018618	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1437	604	Homo sapiens	ILLUMINA	2017-01-06	SRR4026666	SRS1614511	SRP081599	GSM2277379	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571247	GEO	public	sra	SRX2018619	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	832	348	Homo sapiens	ILLUMINA	2017-01-06	SRR4026667	SRS1614512	SRP081599	GSM2277380	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571246	GEO	public	sra	SRX2018620	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	774	171	Homo sapiens	ILLUMINA	2017-01-06	SRR4026668	SRS1614513	SRP081599	GSM2277381	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571245	GEO	public	sra	SRX2018621	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2129	798	Homo sapiens	ILLUMINA	2017-01-06	SRR4026669	SRS1614514	SRP081599	GSM2277382	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571244	GEO	public	sra	SRX2018622	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1232	565	Homo sapiens	ILLUMINA	2017-01-06	SRR4026670	SRS1614515	SRP081599	GSM2277383	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571243	GEO	public	sra	SRX2018623	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	964	309	Homo sapiens	ILLUMINA	2017-01-06	SRR4026671	SRS1614516	SRP081599	GSM2277384	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571242	GEO	public	sra	SRX2018624	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	757	281	Homo sapiens	ILLUMINA	2017-01-06	SRR4026672	SRS1614517	SRP081599	GSM2277385	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571241	GEO	public	sra	SRX2018625	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2225	1064	Homo sapiens	ILLUMINA	2017-01-06	SRR4026673	SRS1614518	SRP081599	GSM2277386	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571240	GEO	public	sra	SRX2018626	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	855	278	Homo sapiens	ILLUMINA	2017-01-06	SRR4026674	SRS1614519	SRP081599	GSM2277387	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571239	GEO	public	sra	SRX2018627	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1308	626	Homo sapiens	ILLUMINA	2017-01-06	SRR4026675	SRS1614520	SRP081599	GSM2277388	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571238	GEO	public	sra	SRX2018628	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2030	792	Homo sapiens	ILLUMINA	2017-01-06	SRR4026676	SRS1614521	SRP081599	GSM2277389	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571237	GEO	public	sra	SRX2018629	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1004	423	Homo sapiens	ILLUMINA	2017-01-06	SRR4026677	SRS1614522	SRP081599	GSM2277390	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571236	GEO	public	sra	SRX2018630	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1449	542	Homo sapiens	ILLUMINA	2017-01-06	SRR4026678	SRS1614523	SRP081599	GSM2277391	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571235	GEO	public	sra	SRX2018631	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1738	540	Homo sapiens	ILLUMINA	2017-01-06	SRR4026679	SRS1614525	SRP081599	GSM2277392	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571234	GEO	public	sra	SRX2018632	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1514	626	Homo sapiens	ILLUMINA	2017-01-06	SRR4026680	SRS1614524	SRP081599	GSM2277393	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571232	GEO	public	sra	SRX2018633	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2236	928	Homo sapiens	ILLUMINA	2017-01-06	SRR4026681	SRS1614526	SRP081599	GSM2277394	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571231	GEO	public	sra	SRX2018634	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	924	346	Homo sapiens	ILLUMINA	2017-01-06	SRR4026682	SRS1614527	SRP081599	GSM2277395	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571230	GEO	public	sra	SRX2018635	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1975	652	Homo sapiens	ILLUMINA	2017-01-06	SRR4026683	SRS1614528	SRP081599	GSM2277396	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571229	GEO	public	sra	SRX2018636	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1614	767	Homo sapiens	ILLUMINA	2017-01-06	SRR4026684	SRS1614529	SRP081599	GSM2277397	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571284	GEO	public	sra	SRX2018637	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	915	413	Homo sapiens	ILLUMINA	2017-01-06	SRR4026685	SRS1614530	SRP081599	GSM2277398	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571283	GEO	public	sra	SRX2018638	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1258	490	Homo sapiens	ILLUMINA	2017-01-06	SRR4026686	SRS1614531	SRP081599	GSM2277399	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571233	GEO	public	sra	SRX2018639	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	3625	1603	Homo sapiens	ILLUMINA	2017-01-06	SRR4026687	SRS1614532	SRP081599	GSM2277400	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571282	GEO	public	sra	SRX2018640	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	747	225	Homo sapiens	ILLUMINA	2017-01-06	SRR4026688	SRS1614533	SRP081599	GSM2277401	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571281	GEO	public	sra	SRX2018641	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1151	492	Homo sapiens	ILLUMINA	2017-01-06	SRR4026689	SRS1614534	SRP081599	GSM2277402	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571280	GEO	public	sra	SRX2018642	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1039	352	Homo sapiens	ILLUMINA	2017-01-06	SRR4026690	SRS1614535	SRP081599	GSM2277403	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571279	GEO	public	sra	SRX2018643	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1129	521	Homo sapiens	ILLUMINA	2017-01-06	SRR4026691	SRS1614536	SRP081599	GSM2277404	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571278	GEO	public	sra	SRX2018644	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1377	532	Homo sapiens	ILLUMINA	2017-01-06	SRR4026692	SRS1614537	SRP081599	GSM2277405	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571277	GEO	public	sra	SRX2018645	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2021	871	Homo sapiens	ILLUMINA	2017-01-06	SRR4026693	SRS1614539	SRP081599	GSM2277406	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571276	GEO	public	sra	SRX2018646	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	976	294	Homo sapiens	ILLUMINA	2017-01-06	SRR4026694	SRS1614538	SRP081599	GSM2277407	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571275	GEO	public	sra	SRX2018647	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1434	625	Homo sapiens	ILLUMINA	2017-01-06	SRR4026695	SRS1614540	SRP081599	GSM2277408	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571274	GEO	public	sra	SRX2018648	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1230	556	Homo sapiens	ILLUMINA	2017-01-06	SRR4026696	SRS1614541	SRP081599	GSM2277409	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571273	GEO	public	sra	SRX2018649	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	874	388	Homo sapiens	ILLUMINA	2017-01-06	SRR4026697	SRS1614542	SRP081599	GSM2277410	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571272	GEO	public	sra	SRX2018650	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1648	575	Homo sapiens	ILLUMINA	2017-01-06	SRR4026698	SRS1614545	SRP081599	GSM2277411	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571271	GEO	public	sra	SRX2018651	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1556	694	Homo sapiens	ILLUMINA	2017-01-06	SRR4026699	SRS1614543	SRP081599	GSM2277412	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571270	GEO	public	sra	SRX2018652	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	983	350	Homo sapiens	ILLUMINA	2017-01-06	SRR4026700	SRS1614546	SRP081599	GSM2277413	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571269	GEO	public	sra	SRX2018653	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2124	852	Homo sapiens	ILLUMINA	2017-01-06	SRR4026701	SRS1614544	SRP081599	GSM2277414	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571268	GEO	public	sra	SRX2018654	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2052	923	Homo sapiens	ILLUMINA	2017-01-06	SRR4026702	SRS1614547	SRP081599	GSM2277415	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571267	GEO	public	sra	SRX2018655	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1553	747	Homo sapiens	ILLUMINA	2017-01-06	SRR4026703	SRS1614549	SRP081599	GSM2277416	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571266	GEO	public	sra	SRX2018656	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	759	313	Homo sapiens	ILLUMINA	2017-01-06	SRR4026704	SRS1614548	SRP081599	GSM2277417	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571265	GEO	public	sra	SRX2018657	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1373	481	Homo sapiens	ILLUMINA	2017-01-06	SRR4026705	SRS1614551	SRP081599	GSM2277418	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571264	GEO	public	sra	SRX2018658	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	776	216	Homo sapiens	ILLUMINA	2017-01-06	SRR4026706	SRS1614550	SRP081599	GSM2277419	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571263	GEO	public	sra	SRX2018659	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1352	383	Homo sapiens	ILLUMINA	2017-01-06	SRR4026707	SRS1614552	SRP081599	GSM2277420	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571262	GEO	public	sra	SRX2018660	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1215	510	Homo sapiens	ILLUMINA	2017-01-06	SRR4026708	SRS1614554	SRP081599	GSM2277421	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	49	PRJNA338808	SAMN05571261	GEO	public	sra	SRX2018661	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	932	321	Homo sapiens	ILLUMINA	2017-01-06	SRR4026709	SRS1614553	SRP081599	GSM2277422	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571260	GEO	public	sra	SRX2018662	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	1733	779	Homo sapiens	ILLUMINA	2017-01-06	SRR4026710	SRS1614555	SRP081599	GSM2277423	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq	GCA_000001405.13	50	PRJNA338808	SAMN05571259	GEO	public	sra	SRX2018663	0	Illumina HiSeq 2000	SINGLE	cDNA	TRANSCRIPTOMIC		2016-08-12	2266	939	Homo sapiens	ILLUMINA	2017-01-06	SRR4026711	SRS1614556	SRP081599	GSM2277424	Airway Epithelial cells					Airway Epithelial cells			ncbi
RNA-Seq		101	PRJNA341854	SAMN05729739	GEO	public	sra	SRX2136469	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2016-09-05	1867	1362	Homo sapiens	ILLUMINA	2018-02-14	SRR4167509	SRS1670531	SRP086245	GSM2302425	CD4+ T cells					normal-weight child with asthma_CD4+ T cells			ncbi
RNA-Seq		101	PRJNA341854	SAMN05729738	GEO	public	sra	SRX2136470	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2016-09-05	2100	1287	Homo sapiens	ILLUMINA	2018-02-14	SRR4167510	SRS1670532	SRP086245	GSM2302426	CD4+ T cells					normal-weight child with asthma_CD4+ T cells			ncbi
RNA-Seq		101	PRJNA341854	SAMN05729737	GEO	public	sra	SRX2136471	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2016-09-05	1565	985	Homo sapiens	ILLUMINA	2018-02-14	SRR4167511	SRS1670533	SRP086245	GSM2302427	CD4+ T cells					normal-weight child with asthma_CD4+ T cells			ncbi
RNA-Seq		101	PRJNA341854	SAMN05729736	GEO	public	sra	SRX2136472	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC		2016-09-05	1288	796	Homo sapiens	ILLUMINA	2018-02-14	SRR4167512	SRS1670534	SRP086245	GSM2302428	CD4+ T cells					normal-weight child with asthma_CD4+ T cells			ncbi
