Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	drug	library_construction	source_name	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		49	PRJNA381890	SAMN06690595	GEO	sra	SRX2713684	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	28	ILLUMINA	2017-04-13	SRR5422180	SRS2104894	SRP103204	GSM2565096	Lenvatinib (E7080)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690594	GEO	sra	SRX2713685	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	46	ILLUMINA	2017-04-13	SRR5422181	SRS2104895	SRP103204	GSM2565097	Pomalidomide	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690593	GEO	sra	SRX2713686	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	58	32	ILLUMINA	2017-04-13	SRR5422182	SRS2104897	SRP103204	GSM2565098	Etoposide	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690592	GEO	sra	SRX2713687	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	28	ILLUMINA	2017-04-13	SRR5422183	SRS2104898	SRP103204	GSM2565099	Docetaxel	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690591	GEO	sra	SRX2713688	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	46	25	ILLUMINA	2017-04-13	SRR5422184	SRS2104899	SRP103204	GSM2565100	Amsacrine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690590	GEO	sra	SRX2713689	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	28	ILLUMINA	2017-04-13	SRR5422185	SRS2104900	SRP103204	GSM2565101	Regorafenib (BAY 73-4506)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690589	GEO	sra	SRX2713690	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	58	32	ILLUMINA	2017-04-13	SRR5422186	SRS2104901	SRP103204	GSM2565102	Pentostatin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690588	GEO	sra	SRX2713691	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	54	30	ILLUMINA	2017-04-13	SRR5422187	SRS2104902	SRP103204	GSM2565103	Mitoxanthrone dihydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690587	GEO	sra	SRX2713692	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	86	46	ILLUMINA	2017-04-13	SRR5422188	SRS2104903	SRP103204	GSM2565104	Carfilzomib (PR-171)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690463	GEO	sra	SRX2713693	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	69	37	ILLUMINA	2017-04-13	SRR5422189	SRS2104904	SRP103204	GSM2565105	Epirubicin Hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690462	GEO	sra	SRX2713694	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	79	44	ILLUMINA	2017-04-13	SRR5422190	SRS2104905	SRP103204	GSM2565106	Afatinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690461	GEO	sra	SRX2713695	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	36	20	ILLUMINA	2017-04-13	SRR5422191	SRS2104906	SRP103204	GSM2565107	Doxorubicin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690460	GEO	sra	SRX2713696	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	91	49	ILLUMINA	2017-04-13	SRR5422192	SRS2104907	SRP103204	GSM2565108	Ceritinib (LDK378)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690459	GEO	sra	SRX2713697	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	72	39	ILLUMINA	2017-04-13	SRR5422193	SRS2104909	SRP103204	GSM2565109	Decitabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690458	GEO	sra	SRX2713698	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	95	51	ILLUMINA	2017-04-13	SRR5422194	SRS2104908	SRP103204	GSM2565110	Bexarotene	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690452	GEO	sra	SRX2713699	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	74	41	ILLUMINA	2017-04-13	SRR5422195	SRS2104910	SRP103204	GSM2565111	Tretinoin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690457	GEO	sra	SRX2713700	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	38	ILLUMINA	2017-04-13	SRR5422196	SRS2104911	SRP103204	GSM2565112	Erlotinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690456	GEO	sra	SRX2713701	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	39	ILLUMINA	2017-04-13	SRR5422197	SRS2104912	SRP103204	GSM2565113	Letrozole	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690455	GEO	sra	SRX2713702	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	70	39	ILLUMINA	2017-04-13	SRR5422198	SRS2104913	SRP103204	GSM2565114	Alectinib (CH5424802)x	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690454	GEO	sra	SRX2713703	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	57	30	ILLUMINA	2017-04-13	SRR5422199	SRS2104914	SRP103204	GSM2565115	Raloxifene	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690453	GEO	sra	SRX2713704	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	109	59	ILLUMINA	2017-04-13	SRR5422200	SRS2104915	SRP103204	GSM2565116	Sunitinib Malate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690451	GEO	sra	SRX2713705	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	93	51	ILLUMINA	2017-04-13	SRR5422201	SRS2104916	SRP103204	GSM2565117	Ponatinib (AP24534)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690450	GEO	sra	SRX2713706	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	37	ILLUMINA	2017-04-13	SRR5422202	SRS2104917	SRP103204	GSM2565118	Crizotinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690449	GEO	sra	SRX2713707	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	56	31	ILLUMINA	2017-04-13	SRR5422203	SRS2104918	SRP103204	GSM2565119	DMSO	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690448	GEO	sra	SRX2713708	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	57	31	ILLUMINA	2017-04-13	SRR5422204	SRS2104919	SRP103204	GSM2565120	DMSO	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690447	GEO	sra	SRX2713709	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	70	37	ILLUMINA	2017-04-13	SRR5422205	SRS2104920	SRP103204	GSM2565121	Temsirolimus	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690446	GEO	sra	SRX2713710	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	40	ILLUMINA	2017-04-13	SRR5422206	SRS2104921	SRP103204	GSM2565122	Exemestane	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690445	GEO	sra	SRX2713711	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	43	23	ILLUMINA	2017-04-13	SRR5422207	SRS2104922	SRP103204	GSM2565123	Olaparib (AZD2281)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690444	GEO	sra	SRX2713712	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	72	39	ILLUMINA	2017-04-13	SRR5422208	SRS2104923	SRP103204	GSM2565124	Vorinostat	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690443	GEO	sra	SRX2713713	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	40	21	ILLUMINA	2017-04-13	SRR5422209	SRS2104924	SRP103204	GSM2565125	Irinotecan	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690442	GEO	sra	SRX2713714	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	44	24	ILLUMINA	2017-04-13	SRR5422210	SRS2104925	SRP103204	GSM2565126	Hydroxyurea	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690441	GEO	sra	SRX2713715	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	89	50	ILLUMINA	2017-04-13	SRR5422211	SRS2104926	SRP103204	GSM2565127	Ibrutinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690440	GEO	sra	SRX2713716	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	46	25	ILLUMINA	2017-04-13	SRR5422212	SRS2104927	SRP103204	GSM2565128	Dasatinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690439	GEO	sra	SRX2713717	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	82	44	ILLUMINA	2017-04-13	SRR5422213	SRS2104928	SRP103204	GSM2565129	Bleomycin sulfate	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690438	GEO	sra	SRX2713718	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	72	40	ILLUMINA	2017-04-13	SRR5422214	SRS2104929	SRP103204	GSM2565130	Gefitinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690437	GEO	sra	SRX2713719	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	37	ILLUMINA	2017-04-13	SRR5422215	SRS2104930	SRP103204	GSM2565131	UNTREATED	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690436	GEO	sra	SRX2713720	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	79	44	ILLUMINA	2017-04-13	SRR5422216	SRS2104931	SRP103204	GSM2565132	UNTREATED	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690435	GEO	sra	SRX2713721	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	28	ILLUMINA	2017-04-13	SRR5422217	SRS2104932	SRP103204	GSM2565133	Cabazitaxel (Jevtana)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690666	GEO	sra	SRX2713722	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	61	34	ILLUMINA	2017-04-13	SRR5422218	SRS2104934	SRP103204	GSM2565134	Mitomycin C	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690665	GEO	sra	SRX2713723	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	74	41	ILLUMINA	2017-04-13	SRR5422219	SRS2104933	SRP103204	GSM2565135	Vandetanib (ZD6474)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690664	GEO	sra	SRX2713724	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	29	16	ILLUMINA	2017-04-13	SRR5422220	SRS2104935	SRP103204	GSM2565136	Carmustine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690774	GEO	sra	SRX2713725	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	51	28	ILLUMINA	2017-04-13	SRR5422221	SRS2104936	SRP103204	GSM2565137	Dabrafenib (GSK2118436)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690773	GEO	sra	SRX2713726	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	59	32	ILLUMINA	2017-04-13	SRR5422222	SRS2104937	SRP103204	GSM2565138	Lapatinib Ditosylate (Tykerb)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690772	GEO	sra	SRX2713727	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	45	ILLUMINA	2017-04-13	SRR5422223	SRS2104938	SRP103204	GSM2565139	Topotecan hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690771	GEO	sra	SRX2713728	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	61	33	ILLUMINA	2017-04-13	SRR5422224	SRS2104939	SRP103204	GSM2565140	Dactinomycin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690770	GEO	sra	SRX2713729	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	56	32	ILLUMINA	2017-04-13	SRR5422225	SRS2104940	SRP103204	GSM2565141	Tofacitinib citrate (CP-690550 citrate)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690769	GEO	sra	SRX2713730	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	60	33	ILLUMINA	2017-04-13	SRR5422226	SRS2104941	SRP103204	GSM2565142	Clofarabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690768	GEO	sra	SRX2713731	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	57	30	ILLUMINA	2017-04-13	SRR5422227	SRS2104942	SRP103204	GSM2565143	Vinblastine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690767	GEO	sra	SRX2713732	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	61	32	ILLUMINA	2017-04-13	SRR5422228	SRS2104943	SRP103204	GSM2565144	Teniposide	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690766	GEO	sra	SRX2713733	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	63	35	ILLUMINA	2017-04-13	SRR5422229	SRS2104944	SRP103204	GSM2565145	Leuprolide (Leuprorelin; Lupron)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690765	GEO	sra	SRX2713734	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	83	45	ILLUMINA	2017-04-13	SRR5422230	SRS2104945	SRP103204	GSM2565146	Tamoxifen	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690764	GEO	sra	SRX2713735	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	60	32	ILLUMINA	2017-04-13	SRR5422231	SRS2104946	SRP103204	GSM2565147	Mechlorethamine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690763	GEO	sra	SRX2713736	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	77	41	ILLUMINA	2017-04-13	SRR5422232	SRS2104947	SRP103204	GSM2565148	Oxaliplatin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690762	GEO	sra	SRX2713737	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	48	26	ILLUMINA	2017-04-13	SRR5422233	SRS2104948	SRP103204	GSM2565149	Vemurafenib (PLX4032)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690761	GEO	sra	SRX2713738	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	78	42	ILLUMINA	2017-04-13	SRR5422234	SRS2104949	SRP103204	GSM2565150	Vismodegib (GDC-0449)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690760	GEO	sra	SRX2713739	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	41	23	ILLUMINA	2017-04-13	SRR5422235	SRS2104950	SRP103204	GSM2565151	Mithramycin A	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690759	GEO	sra	SRX2713740	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	93	51	ILLUMINA	2017-04-13	SRR5422236	SRS2104951	SRP103204	GSM2565152	Busulfan	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690758	GEO	sra	SRX2713741	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	56	30	ILLUMINA	2017-04-13	SRR5422237	SRS2104952	SRP103204	GSM2565153	Axitinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690757	GEO	sra	SRX2713742	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	93	51	ILLUMINA	2017-04-13	SRR5422238	SRS2104953	SRP103204	GSM2565154	Cladribine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690756	GEO	sra	SRX2713743	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	41	22	ILLUMINA	2017-04-13	SRR5422239	SRS2104956	SRP103204	GSM2565155	Romidepsin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690755	GEO	sra	SRX2713744	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	68	37	ILLUMINA	2017-04-13	SRR5422240	SRS2104954	SRP103204	GSM2565156	Palbociclib (PD-0332991) HCl	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690754	GEO	sra	SRX2713745	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	39	ILLUMINA	2017-04-13	SRR5422241	SRS2104955	SRP103204	GSM2565157	Omacetaxine / Homoharringtonine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690753	GEO	sra	SRX2713746	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	79	42	ILLUMINA	2017-04-13	SRR5422242	SRS2104957	SRP103204	GSM2565158	Imatinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690752	GEO	sra	SRX2713747	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	71	38	ILLUMINA	2017-04-13	SRR5422243	SRS2104958	SRP103204	GSM2565159	Nilotinib (AMN-107)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690751	GEO	sra	SRX2713748	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	28	ILLUMINA	2017-04-13	SRR5422244	SRS2104959	SRP103204	GSM2565160	Folinic acid calcium salt	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690750	GEO	sra	SRX2713749	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	54	28	ILLUMINA	2017-04-13	SRR5422245	SRS2104960	SRP103204	GSM2565161	Cisplatin	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690749	GEO	sra	SRX2713750	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	51	27	ILLUMINA	2017-04-13	SRR5422246	SRS2104961	SRP103204	GSM2565162	Mitotane	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690748	GEO	sra	SRX2713751	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	47	ILLUMINA	2017-04-13	SRR5422247	SRS2104962	SRP103204	GSM2565163	Trametinib (GSK1120212)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690747	GEO	sra	SRX2713752	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	47	ILLUMINA	2017-04-13	SRR5422248	SRS2104963	SRP103204	GSM2565164	Bosutinib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690828	GEO	sra	SRX2713753	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	63	35	ILLUMINA	2017-04-13	SRR5422249	SRS2104964	SRP103204	GSM2565165	Octreotide in Water	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690827	GEO	sra	SRX2713754	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	77	43	ILLUMINA	2017-04-13	SRR5422250	SRS2104965	SRP103204	GSM2565166	Vinorelbine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690824	GEO	sra	SRX2713755	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	73	39	ILLUMINA	2017-04-13	SRR5422251	SRS2104966	SRP103204	GSM2565167	Gemcitabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690823	GEO	sra	SRX2713756	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	65	36	ILLUMINA	2017-04-13	SRR5422252	SRS2104967	SRP103204	GSM2565168	Daunorubicin hydrochloride	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690822	GEO	sra	SRX2713757	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	73	39	ILLUMINA	2017-04-13	SRR5422253	SRS2104969	SRP103204	GSM2565169	Toremifene	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690821	GEO	sra	SRX2713758	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	87	47	ILLUMINA	2017-04-13	SRR5422254	SRS2104968	SRP103204	GSM2565170	Cytarabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690820	GEO	sra	SRX2713759	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	52	28	ILLUMINA	2017-04-13	SRR5422255	SRS2104970	SRP103204	GSM2565171	Osimertinib (AZD9291)	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690826	GEO	sra	SRX2713760	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	7	4	ILLUMINA	2017-04-13	SRR5422256	SRS2104971	SRP103204	GSM2565172	Fludarabine	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690825	GEO	sra	SRX2713761	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	64	34	ILLUMINA	2017-04-13	SRR5422257	SRS2104973	SRP103204	GSM2565173	Sonidegib / Erismodegib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		49	PRJNA381890	SAMN06690819	GEO	sra	SRX2713762	0	Illumina HiSeq 4000	SINGLE	cDNA		2017-04-06	49	26	ILLUMINA	2017-04-13	SRR5422258	SRS2104972	SRP103204	GSM2565174	Pazopanib	PLATE-Seq	U87 cell line	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
