Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	Center_Name	DATASTORE_filetype	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	cell_type	source_name	tissue	Consent	DATASTORE_provider	LibrarySource	Organism
RNA-Seq		200	PRJNA278767	SAMN03431133	GEO	sra	SRX958934	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9784	4724	ILLUMINA	2015-07-10	SRR1918472	SRS876222	SRP056295	GSM1636785	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431150	GEO	sra	SRX958936	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9034	4098	ILLUMINA	2015-07-10	SRR1918475	SRS876223	SRP056295	GSM1636787	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431150	GEO	sra	SRX958936	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9112	4142	ILLUMINA	2015-07-10	SRR1918476	SRS876223	SRP056295	GSM1636787	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431208	GEO	sra	SRX958931	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8858	4216	ILLUMINA	2015-07-10	SRR1918465	SRS876224	SRP056295	GSM1636782	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431208	GEO	sra	SRX958931	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8914	4244	ILLUMINA	2015-07-10	SRR1918466	SRS876224	SRP056295	GSM1636782	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431132	GEO	sra	SRX958933	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7635	3683	ILLUMINA	2015-07-10	SRR1918469	SRS876225	SRP056295	GSM1636784	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431132	GEO	sra	SRX958933	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7624	3712	ILLUMINA	2015-07-10	SRR1918470	SRS876225	SRP056295	GSM1636784	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431021	GEO	sra	SRX958932	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9368	4547	ILLUMINA	2015-07-10	SRR1918467	SRS876226	SRP056295	GSM1636783	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431021	GEO	sra	SRX958932	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9292	4547	ILLUMINA	2015-07-10	SRR1918468	SRS876226	SRP056295	GSM1636783	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431257	GEO	sra	SRX958930	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9198	4420	ILLUMINA	2015-07-10	SRR1918463	SRS876227	SRP056295	GSM1636781	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431257	GEO	sra	SRX958930	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9314	4442	ILLUMINA	2015-07-10	SRR1918464	SRS876227	SRP056295	GSM1636781	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431256	GEO	sra	SRX958929	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8291	3690	ILLUMINA	2015-07-10	SRR1918461	SRS876228	SRP056295	GSM1636780	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431256	GEO	sra	SRX958929	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8267	3677	ILLUMINA	2015-07-10	SRR1918462	SRS876228	SRP056295	GSM1636780	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431164	GEO	sra	SRX958928	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9672	4256	ILLUMINA	2015-07-10	SRR1918459	SRS876229	SRP056295	GSM1636779	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431164	GEO	sra	SRX958928	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9525	4229	ILLUMINA	2015-07-10	SRR1918460	SRS876229	SRP056295	GSM1636779	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431232	GEO	sra	SRX958927	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7429	3473	ILLUMINA	2015-07-10	SRR1918457	SRS876230	SRP056295	GSM1636778	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431232	GEO	sra	SRX958927	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7505	3416	ILLUMINA	2015-07-10	SRR1918458	SRS876230	SRP056295	GSM1636778	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431201	GEO	sra	SRX958926	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9725	4634	ILLUMINA	2015-07-10	SRR1918455	SRS876231	SRP056295	GSM1636777	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431201	GEO	sra	SRX958926	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9630	4530	ILLUMINA	2015-07-10	SRR1918456	SRS876231	SRP056295	GSM1636777	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431190	GEO	sra	SRX958923	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9313	4305	ILLUMINA	2015-07-10	SRR1918449	SRS876232	SRP056295	GSM1636774	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431190	GEO	sra	SRX958923	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9387	4296	ILLUMINA	2015-07-10	SRR1918450	SRS876232	SRP056295	GSM1636774	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431170	GEO	sra	SRX958924	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9489	4433	ILLUMINA	2015-07-10	SRR1918451	SRS876233	SRP056295	GSM1636775	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431170	GEO	sra	SRX958924	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9454	4394	ILLUMINA	2015-07-10	SRR1918452	SRS876233	SRP056295	GSM1636775	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431181	GEO	sra	SRX958925	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8927	4036	ILLUMINA	2015-07-10	SRR1918453	SRS876234	SRP056295	GSM1636776	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431181	GEO	sra	SRX958925	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8850	4013	ILLUMINA	2015-07-10	SRR1918454	SRS876234	SRP056295	GSM1636776	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431154	GEO	sra	SRX958922	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10570	4687	ILLUMINA	2015-07-10	SRR1918447	SRS876235	SRP056295	GSM1636773	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431154	GEO	sra	SRX958922	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10458	4634	ILLUMINA	2015-07-10	SRR1918448	SRS876235	SRP056295	GSM1636773	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431163	GEO	sra	SRX958921	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9578	4457	ILLUMINA	2015-07-10	SRR1918445	SRS876236	SRP056295	GSM1636772	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431163	GEO	sra	SRX958921	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9527	4410	ILLUMINA	2015-07-10	SRR1918446	SRS876236	SRP056295	GSM1636772	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431264	GEO	sra	SRX958920	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9534	4326	ILLUMINA	2015-07-10	SRR1918443	SRS876237	SRP056295	GSM1636771	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431264	GEO	sra	SRX958920	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9506	4298	ILLUMINA	2015-07-10	SRR1918444	SRS876237	SRP056295	GSM1636771	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431204	GEO	sra	SRX958919	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8478	3835	ILLUMINA	2015-07-10	SRR1918441	SRS876238	SRP056295	GSM1636770	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431204	GEO	sra	SRX958919	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8450	3823	ILLUMINA	2015-07-10	SRR1918442	SRS876238	SRP056295	GSM1636770	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431206	GEO	sra	SRX958918	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9810	4627	ILLUMINA	2015-07-10	SRR1918439	SRS876239	SRP056295	GSM1636769	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431206	GEO	sra	SRX958918	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9740	4627	ILLUMINA	2015-07-10	SRR1918440	SRS876239	SRP056295	GSM1636769	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431173	GEO	sra	SRX958917	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10479	4658	ILLUMINA	2015-07-10	SRR1918437	SRS876240	SRP056295	GSM1636768	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431173	GEO	sra	SRX958917	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10367	4606	ILLUMINA	2015-07-10	SRR1918438	SRS876240	SRP056295	GSM1636768	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431247	GEO	sra	SRX958915	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8194	3879	ILLUMINA	2015-07-10	SRR1918433	SRS876241	SRP056295	GSM1636766	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431247	GEO	sra	SRX958915	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8197	3844	ILLUMINA	2015-07-10	SRR1918434	SRS876241	SRP056295	GSM1636766	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431197	GEO	sra	SRX958916	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8252	3901	ILLUMINA	2015-07-10	SRR1918435	SRS876242	SRP056295	GSM1636767	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431197	GEO	sra	SRX958916	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8339	3994	ILLUMINA	2015-07-10	SRR1918436	SRS876242	SRP056295	GSM1636767	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431249	GEO	sra	SRX958914	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10289	5061	ILLUMINA	2015-07-10	SRR1918431	SRS876243	SRP056295	GSM1636765	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431249	GEO	sra	SRX958914	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10260	4989	ILLUMINA	2015-07-10	SRR1918432	SRS876243	SRP056295	GSM1636765	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431196	GEO	sra	SRX958913	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9534	4463	ILLUMINA	2015-07-10	SRR1918429	SRS876244	SRP056295	GSM1636764	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431196	GEO	sra	SRX958913	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9540	4448	ILLUMINA	2015-07-10	SRR1918430	SRS876244	SRP056295	GSM1636764	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431179	GEO	sra	SRX958911	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7245	3375	ILLUMINA	2015-07-10	SRR1918425	SRS876245	SRP056295	GSM1636762	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431179	GEO	sra	SRX958911	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7279	3429	ILLUMINA	2015-07-10	SRR1918426	SRS876245	SRP056295	GSM1636762	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431158	GEO	sra	SRX958912	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9754	4493	ILLUMINA	2015-07-10	SRR1918427	SRS876246	SRP056295	GSM1636763	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431158	GEO	sra	SRX958912	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9658	4445	ILLUMINA	2015-07-10	SRR1918428	SRS876246	SRP056295	GSM1636763	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431148	GEO	sra	SRX958910	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9722	4692	ILLUMINA	2015-07-10	SRR1918423	SRS876247	SRP056295	GSM1636761	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431148	GEO	sra	SRX958910	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9622	4683	ILLUMINA	2015-07-10	SRR1918424	SRS876247	SRP056295	GSM1636761	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431260	GEO	sra	SRX958909	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10329	4944	ILLUMINA	2015-07-10	SRR1918421	SRS876248	SRP056295	GSM1636760	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431260	GEO	sra	SRX958909	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10419	4948	ILLUMINA	2015-07-10	SRR1918422	SRS876248	SRP056295	GSM1636760	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431180	GEO	sra	SRX958907	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9441	4510	ILLUMINA	2015-07-10	SRR1918417	SRS876249	SRP056295	GSM1636758	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431180	GEO	sra	SRX958907	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9431	4507	ILLUMINA	2015-07-10	SRR1918418	SRS876249	SRP056295	GSM1636758	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431160	GEO	sra	SRX958908	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10479	4799	ILLUMINA	2015-07-10	SRR1918419	SRS876250	SRP056295	GSM1636759	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431160	GEO	sra	SRX958908	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10328	4729	ILLUMINA	2015-07-10	SRR1918420	SRS876250	SRP056295	GSM1636759	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431188	GEO	sra	SRX958906	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9153	4014	ILLUMINA	2015-07-10	SRR1918415	SRS876251	SRP056295	GSM1636757	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431188	GEO	sra	SRX958906	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9016	3990	ILLUMINA	2015-07-10	SRR1918416	SRS876251	SRP056295	GSM1636757	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431195	GEO	sra	SRX958905	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7933	3748	ILLUMINA	2015-07-10	SRR1918413	SRS876252	SRP056295	GSM1636756	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431195	GEO	sra	SRX958905	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7935	3713	ILLUMINA	2015-07-10	SRR1918414	SRS876252	SRP056295	GSM1636756	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431231	GEO	sra	SRX958904	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10220	4705	ILLUMINA	2015-07-10	SRR1918411	SRS876253	SRP056295	GSM1636755	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431231	GEO	sra	SRX958904	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	10317	4740	ILLUMINA	2015-07-10	SRR1918412	SRS876253	SRP056295	GSM1636755	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431185	GEO	sra	SRX958903	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8706	4059	ILLUMINA	2015-07-10	SRR1918409	SRS876254	SRP056295	GSM1636754	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431185	GEO	sra	SRX958903	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8799	3995	ILLUMINA	2015-07-10	SRR1918410	SRS876254	SRP056295	GSM1636754	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431246	GEO	sra	SRX958902	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8295	3735	ILLUMINA	2015-07-10	SRR1918407	SRS876255	SRP056295	GSM1636753	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431246	GEO	sra	SRX958902	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	8370	3785	ILLUMINA	2015-07-10	SRR1918408	SRS876255	SRP056295	GSM1636753	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431222	GEO	sra	SRX958901	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9801	4609	ILLUMINA	2015-07-10	SRR1918405	SRS876256	SRP056295	GSM1636752	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431222	GEO	sra	SRX958901	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9761	4657	ILLUMINA	2015-07-10	SRR1918406	SRS876256	SRP056295	GSM1636752	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431198	GEO	sra	SRX958899	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9604	4324	ILLUMINA	2015-07-10	SRR1918401	SRS876257	SRP056295	GSM1636750	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431198	GEO	sra	SRX958899	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9746	4393	ILLUMINA	2015-07-10	SRR1918402	SRS876257	SRP056295	GSM1636750	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431174	GEO	sra	SRX958900	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9088	4269	ILLUMINA	2015-07-10	SRR1918403	SRS876258	SRP056295	GSM1636751	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431174	GEO	sra	SRX958900	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	9058	4123	ILLUMINA	2015-07-10	SRR1918404	SRS876258	SRP056295	GSM1636751	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Heparinised blood	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431178	GEO	sra	SRX958898	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7216	3404	ILLUMINA	2015-07-10	SRR1918399	SRS876259	SRP056295	GSM1636749	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
RNA-Seq		200	PRJNA278767	SAMN03431178	GEO	sra	SRX958898	0	Illumina HiSeq 2000	PAIRED	cDNA		2015-03-19	7155	3330	ILLUMINA	2015-07-10	SRR1918400	SRS876259	SRP056295	GSM1636749	acute myeloid leukemia (AML) cells	acute myeloid leukemia	Bone marrow	public	ncbi	TRANSCRIPTOMIC	Homo sapiens
